ISO;pais;desenvolvido;ano;unemployment;ppp;ppp_2011;gdp_npc;gross_fixed;share_manuf_gdp;sahre_ind_gdp;share_ind_emplo;export_devel;export_industrial;export_manuf;import_devel;import_industrial;import_manuf;exp_imp_manuf;exp_imp_ind;exp_imp_dev;l_ppp;l_ppp_2011;l2_ppp;l2_ppp_2011;r_exp_imp_manuf;r_export_manuf;r_import_manuf
CAN;Canada;1;1995;9,467;23518,13;32256,36;6,88E+11;18,4059;;;21,965;15799557527;1,73E+11;1,19E+11;21572254612;1,39E+11;1,19E+11;2,37E+11;3,12E+11;37371812139;10,0655;10,3815;101,3148;107,7749;0,3445;0,1723;0,1723
CHL;Chile;0;1995;7,375;8804,88;12076,35;1,27E+11;25,7505;17,1814;33,78;26,06;5868749690;9273317972;1862212984;5978865157;8556973657;1862212984;3724425968;17830291629;11847614847;9,0831;9,399;82,502;88,3413;0,0294;0,0147;0,0147
CHN;China;0;1995;2,9;1861,48;2553,12;2,25E+18;33,1879;;46,7517;29,003;68294865322;76753626891;1,24E+11;50461968416;72626091304;1,24E+11;2,49E+11;1,49E+11;1,19E+11;7,5291;7,8451;56,6878;61,5451;0,1103;0,0552;0,0552
COL;Colombia;0;1995;5,649;6237,16;8554,6;2,34E+11;22,3962;14,6011;29,0685;20,247;3292205789;6549679079;3038408356;4162687289;9354798321;3038408356;6076816712;15904477400;7454893078;8,7383;9,0542;76,3575;81,979;0,026;0,013;0,013
CRI;CostaRica;0;1995;5,2;6604,37;9058,24;22916000000;19,9035;19,1144;26,6969;24,265;631884483;2691145601;1197423779;1333157804;2716469750;1197423779;2394847558;5407615351;1965042287;8,7955;9,1114;77,3606;83,0182;0,1045;0,0523;0,0523
HRV;Croatia;0;1995;14,5;9524,96;13063,98;42413000000;14,434;17,0816;26,9278;30,058;284019595;3662073728;3421200399;750086698;6394494354;3421200399;6842400798;10056568082;1034106293;9,1617;9,4776;83,9362;89,8252;0,1613;0,0807;0,0807
CZE;CzechRepublic;0;1995;4;13874,1;19029,06;1,43E+11;33,3166;21,5296;35,3484;42,254;1274350001;18929655583;17692428258;1308896121;21116513806;17692428258;35384856516;40046169389;2583246122;9,5378;9,8537;90,9692;97,0958;0,2468;0,1234;0,1234
DNK;Denmark;1;1995;6,758;26452,63;36281,18;1,38E+11;19,4748;14,7171;22,0925;27,077;4741368211;37030681489;29168682457;3519685384;35032389011;29168682457;58337364914;72063070500;8261053595;10,1831;10,4991;103,6957;110,2301;0,4228;0,2114;0,2114
DOM;DominicanRepublic;0;1995;7,287;4822,31;6614,06;37472000000;17,8878;21,7123;30,3726;25,659;97670630;3681482890;2994889538;1266443381;3902556712;2994889538;5989779076;7584039602;1364114011;8,481;8,797;71,9275;77,3864;0,1598;0,0799;0,0799
ECU;Ecuador;0;1995;5,493;5556,76;7621,39;64447000000;17,3328;19,6774;24,6534;17,843;1337718590;2826699134;333327884;1632404040;2395376074;333327884;666655768;5222075208;2970122630;8,6228;8,9387;74,3522;79,9006;0,0103;0,0052;0,0052
SLV;ElSalvador;0;1995;7,7;4174,83;5726;23421000000;19,0624;19,1602;25,4829;26,308;552396677;1066929474;856940702;1227329684;2001049556;856940702;1713881404;3067979030;1779726361;8,3368;8,6528;69,5027;74,8705;0,0732;0,0366;0,0366
EST;Estonia;1;1995;9,645;8022,91;11003,85;11618000000;27,4128;17,4482;28,1439;34,228;20047361;1335216518;1180296724;85794205;1951358941;1180296724;2360593448;3286575459;105841566;8,9901;9,306;80,8211;86,6016;0,2032;0,1016;0,1016
FIN;Finland;1;1995;15,5;19956,31;27371,13;1,02E+11;19,2743;22,231;29,4858;27,597;5723753635;30052130892;33669545609;2422001369;23404354534;33669545609;67339091218;53456485426;8145755004;9,9013;10,2172;98,0358;104,3921;0,6618;0,3309;0,3309
FRA;France;1;1995;10,508;23161,49;31767,2;1,34E+18;20,0742;14,883;22,3098;26,94;48934414927;2,01E+11;2,13E+11;40833933597;2,02E+11;2,13E+11;4,26E+11;4,03E+11;89768348524;10,0502;10,3662;101,0075;107,4579;0,3182;0,1591;0,1591
GAB;Gabon;0;1995;;14788,84;20283,67;15755000000;22,677;4,5249;52,3634;10,295;398009000;2170271000;52961000;108074000;694891000;52961000;105922000;2865162000;506083000;9,6016;9,9176;92,1913;98,3582;0,0067;0,0034;0,0034
GEO;Georgia;0;1995;;1647,65;2259,83;7899000000;4,0329;;15,5879;9,843;23137000;31188000;64102000;66065000;159629000;64102000;128204000;190817000;89202000;7,4071;7,723;54,8652;59,6454;0,0162;0,0081;0,0081
DEU;Germany;1;1995;8,233;25013,04;34306,7;2,03E+17;23,362;20,6304;29,8205;36,004;76050070000;3,97E+11;4,37E+11;67560934000;3,52E+11;4,37E+11;8,74E+11;7,49E+11;1,44E+11;10,1272;10,4431;102,5592;109,0583;0,4297;0,2149;0,2149
GHA;Ghana;0;1995;;1543,42;2116,89;25049000000;21,1308;9,327;24,285;15,686;252826557;1483080673;155216392;379366000;1305154000;155216392;310432784;2788234673;632192557;7,3418;7,6577;53,9014;58,6404;0,0124;0,0062;0,0062
GRC;Greece;1;1995;10;15977,45;21913,92;1,68E+11;19,9571;10,984;19,6147;23,202;1326109677;8621003936;5392139282;3561033096;20475306493;5392139282;10784278564;29096310429;4887142773;9,6789;9,9949;93,6818;99,8976;0,0641;0,032;0,032
GTM;Guatemala;0;1995;;4161,3;5707,44;43313000000;14,5147;14,1139;19,6616;28,881;724022073;1185745297;690570845;1228138007;2003467313;690570845;1381141690;3189212610;1952160080;8,3336;8,6495;69,4486;74,8143;0,0319;0,0159;0,0159
HTI;Haiti;0;1995;;1224,43;1679,37;9575000000;;19,1939;30,2531;10,988;1115828;101948369;73871874;111993000;529434000;73871874;147743748;631382369;113108828;7,1102;7,4262;50,5554;55,1481;0,0154;0,0077;0,0077
HND;Honduras;0;1995;3,24;2404,01;3297,22;13441000000;23,9795;15,5118;26,7043;24,247;224387075;1526161980;748044884;561003167;1149417406;748044884;1496089768;2675579386;785390242;7,7849;8,1008;60,6046;65,6235;0,1113;0,0557;0,0557
HUN;Hungary;1;1995;10,17;11216,73;15384,34;1,16E+11;21,7472;18,0978;25,7535;32,572;540527000;9928302000;8481802992;1009679008;11581388792;8481802992;16963605984;21509690792;1550206008;9,3252;9,6411;86,9586;92,9509;0,1463;0,0732;0,0732
ISL;Iceland;1;1995;4,794;20609,7;28267,29;5523000000;15,6698;;;24,75;60108583;1696549012;208673908;108728046;1562320324;208673908;417347816;3258869336;168836629;9,9335;10,2495;98,6748;105,0514;0,0756;0,0378;0,0378
IND;India;0;1995;;1522,25;2087,84;1,43E+18;25,9891;18,5612;29,7237;16,147;11645263182;17742583975;19004563762;13982714198;18772210209;19004563762;38009127524;36514794184;25627977380;7,3279;7,6439;53,6988;58,429;0,0266;0,0133;0,0133
IDN;Indonesia;0;1995;7,42;4362,81;5983,83;8,50E+11;28,4298;24,1332;41,8008;18,418;18001039860;26530238737;22956939475;15375077412;25083719621;22956939475;45913878950;51613958358;33376117272;8,3809;8,6968;70,239;75,6346;0,054;0,027;0,027
IRQ;Iraq;0;1995;;;;;;1,3934;64,8654;18,278;487993572;7993300;35236582;529643146;134112400;35236582;70473164;142105700;1017636718;;;;;;;
IRL;Ireland;1;1995;14,1;18784,06;25763,32;68178000000;18,0499;20,6573;28,8698;27,781;2953817914;37192703501;31073327995;3780534341;26948780288;31073327995;62146655990;64141483789;6734352255;9,8408;10,1567;96,8406;103,1587;0,9115;0,4558;0,4558
ISR;Israel;1;1995;6,863;16784,29;23020,54;93013000000;24,9204;14,9752;23,0267;28,891;3319356960;13334511144;11220026080;3739503667;24169893583;11220026080;22440052160;37504404727;7058860627;9,7282;10,0441;94,6378;100,8848;0,2413;0,1206;0,1206
ITA;Italy;1;1995;11,15;23864,8;32731,84;1,36E+18;19,1304;18,8746;26,2955;33,662;41806771640;1,76E+11;2,06E+11;33147809960;1,50E+11;2,06E+11;4,11E+11;3,27E+11;74954581600;10,0802;10,3961;101,6096;108,079;0,3031;0,1515;0,1515
JAM;Jamaica;0;1995;16,2;6338,03;8692,94;15605000000;24,9174;12,2329;27,4616;20,212;154167708;1229970753;400318764;623511858;2032357574;400318764;800637528;3262328327;777679566;8,7543;9,0703;76,6382;82,2697;0,0513;0,0257;0,0257
JPN;Japan;1;1995;3,15;23641,77;32425,93;2,97E+18;29,5431;23,4705;34,4147;33,691;2,25E+11;2,09E+11;4,21E+11;1,69E+11;1,57E+11;4,21E+11;8,43E+11;3,66E+11;3,94E+11;10,0708;10,3867;101,4204;107,8838;0,2842;0,1421;0,1421
KAZ;Kazakhstan;0;1995;10,983;6087,3;8349,06;95423000000;23,054;14,607;29,9977;15,56;651258396;1672126536;1993859169;375757612;752902013;1993859169;3987718338;2425028549;1027016008;8,714;9,0299;75,9331;81,5392;0,0418;0,0209;0,0209
KEN;Kenya;0;1995;;1753,98;2405,67;44763000000;21,3856;8,3634;13,5565;12,756;920151064;817784595;509282776;1015246271;1457180837;509282776;1018565552;2274965432;1935397335;7,4696;7,7856;55,7956;60,6153;0,0228;0,0114;0,0114
KWT;Kuwait;0;1995;1,5;48207,56;66119,22;94487000000;13,5568;;;23,112;6693406893;6057714050;1134766724;2412816197;5248661468;1134766724;2269533448;11306375518;9106223090;10,7833;11,0992;116,2789;123,1926;0,024;0,012;0,012
LVA;Latvia;1;1995;6,951;6058,98;8310,21;15151000000;14,2852;17,7385;26,886;27,999;16440008;776011326;758406159;31761342;1246865896;758406159;1516812318;2022877222;48201350;8,7093;9,0252;75,8518;81,455;0,1001;0,0501;0,0501
LBN;Lebanon;0;1995;;8352,46;11455,84;25336000000;36,4551;12,5024;22,2343;22,742;394078000;207536000;447992000;1835156574;5191408484;447992000;895984000;5398944484;2229234574;9,0303;9,3463;81,5465;87,3525;0,0354;0,0177;0,0177
LBY;Libya;0;1995;;18587,56;25493,81;88291000000;11,6573;;;24,939;1228632429;8023792914;699351251;1355492718;3666242588;699351251;1398702502;11690035502;2584125147;9,8302;10,1462;96,6338;102,9452;0,0158;0,0079;0,0079
LTU;Lithuania;1;1995;;6786,1;9307,49;24627000000;20,3648;16,725;28,1544;29,433;66575195;1465621659;1561428290;81293020;1974686269;1561428290;3122856580;3440307928;147868215;8,8226;9,1386;77,8388;83,5135;0,1268;0,0634;0,0634
MEX;Mexico;0;1995;6,23;9514,59;13049,76;8,99E+11;16,354;19,1514;32,6921;21,593;6001179016;72950232824;61639319560;5421834992;66553070344;61639319560;1,23E+11;1,40E+11;11423014008;9,1606;9,4765;83,9163;89,8045;0,1371;0,0686;0,0686
MNE;Montenegro;0;1995;;;;;;;;26,105;;;;;;;;;;;;;;;;
MAR;Morocco;0;1995;16;2957,02;4055,71;78018000000;23,9573;18,875;26,3312;22,64;1234843197;5391569595;3985319504;2042446153;5851190701;3985319504;7970639008;11242760296;3277289350;7,9919;8,3079;63,8711;69,0209;0,1022;0,0511;0,0511
MOZ;Mozambique;0;1995;;2684,82;3682,38;4291000000;19,9397;10,8129;14,2007;3,061;58595988;115630944;27876245;489471878;237519123;27876245;55752490;353150067;548067866;5,5928;5,9087;31,2792;34,9131;0,013;0,0065;0,0065
MMR;Myanmar;0;1995;;;;;;;;10,721;679395000;170865000;102621000;1136294000;193932000;102621000;205242000;364797000;1815689000;;;;;;;
NAM;Namibia;0;1995;;4769,17;6541,16;7602000000;19,8679;10,2188;21,9542;15,053;397083525;1007805572;219760270;1143352817;463602800;219760270;439520540;1471408372;1540436342;8,4699;8,7859;71,7397;77,1915;0,0578;0,0289;0,0289
NLD;Netherlands;1;1995;7,064;25479,22;34946,09;3,94E+11;21,5577;15,564;24,4543;23,353;20049284410;1,50E+11;1,26E+11;32044743464;1,29E+11;1,26E+11;2,51E+11;2,79E+11;52094027874;10,1456;10,4616;102,9336;109,4443;0,6383;0,3192;0,3192
NZL;NewZealand;1;1995;6,45;17895,76;24544,98;66334000000;22,4253;17,7004;24,6023;25,341;4488020291;8516586086;4194044377;2809792464;10909708073;4194044377;8388088754;19426294159;7297812755;9,7923;10,1083;95,8895;102,177;0,1265;0,0632;0,0632
NIC;Nicaragua;0;1995;16,9;2149,46;2948,1;9914000000;;13,9369;20,0905;17,976;114906200;382034260;110242283;527574683;468139883;110242283;220484566;850174143;642480883;7,673;7,9889;58,8745;63,8228;0,0222;0,0111;0,0111
NGA;Nigeria;0;1995;;2103,89;2885,6;2,18E+11;7,0658;20,618;46,3565;8,746;2820091811;9512891809;311346476;2592866251;5591502092;311346476;622692952;15104393901;5412958062;7,6515;7,9675;58,5461;63,4809;0,0028;0,0014;0,0014
NOR;Norway;1;1995;4,906;36850,01;50541,73;1,61E+11;21,4394;10,7971;28,7935;23,058;2837183895;37340415161;11195668080;3162804141;27801918028;11195668080;22391336160;65142333189;5999988036;10,5146;10,8306;110,557;117,3009;0,139;0,0695;0,0695
PAK;Pakistan;0;1995;5,37;2299,79;3154,29;2,79E+11;17,0342;14,6178;21,3233;18,534;3301561191;4445576762;6771089133;5564444039;5813177869;6771089133;13542178266;10258754631;8866005230;7,7406;8,0565;59,9165;64,9075;0,0485;0,0242;0,0242
PAN;Panama;0;1995;14,019;6767,3;9281,71;18589000000;23,2334;14,22;22,5983;18,071;327195204;241583929;351076384;895728882;1476270530;351076384;702152768;1717854459;1222924086;8,8199;9,1358;77,7899;83,4629;0,0378;0,0189;0,0189
PRY;Paraguay;0;1995;3,3;4824,12;6616,53;23044000000;20,0284;14,5491;31,7262;18,525;1456858263;509915219;327588461;2065845893;1042683712;327588461;655176922;1552598931;3522704156;8,4814;8,7973;71,9339;77,393;0,0284;0,0142;0,0142
PER;Peru;0;1995;7,1;4584,01;6287,21;1,07E+11;23,9583;15,3347;29,0979;14,656;1897228957;3303532490;737345867;3359377423;4075510113;737345867;1474691734;7379042603;5256606380;8,4303;8,7463;71,0705;76,4973;0,0138;0,0069;0,0069
PHL;Philippines;0;1995;9,525;2947,16;4042,19;2,02E+11;22,204;22,9936;32,0626;15,609;4909903193;12395638378;7120407870;11551495205;16194905655;7120407870;14240815740;28590544033;16461398398;7,9886;8,3045;63,8177;68,9654;0,0706;0,0353;0,0353
POL;Poland;1;1995;13,341;8136,15;11159,16;3,14E+11;17,4354;19,4425;33,5645;31,998;1517899000;18397745000;16265012038;2785702000;22681320000;16265012038;32530024076;41079065000;4303601000;9,0041;9,32;81,0733;86,8627;0,1036;0,0518;0,0518
PRT;Portugal;1;1995;7,151;15817,28;21694,23;1,59E+11;23,2691;15,937;24,8106;32,179;1784802521;20572271929;19345275951;4846783317;27122597708;19345275951;38690551902;47694869637;6631585838;9,6689;9,9848;93,4868;99,6963;0,244;0,122;0,122
ROU;Romania;0;1995;9,882;7586,21;10404,88;1,74E+11;21,4387;23,723;36,1683;30,954;2101065984;5041392976;6194613122;1823444984;6520714960;6194613122;12389226244;11562107936;3924510968;8,9341;9,25;79,8179;85,5631;0,0712;0,0356;0,0356
SAU;SaudiArabia;0;1995;;33127,83;45436,56;6,01E+11;19,2459;9,5673;49,1669;23,319;21584450397;27443237415;7247826271;7041020806;20111432883;7247826271;14495652542;47554670298;28625471203;10,4081;10,7241;108,3291;115,0057;0,0241;0,0121;0,0121
SEN;Senegal;0;1995;;1285,28;1762,83;11242000000;18,9286;14,9582;21,4383;15,877;478704128;437450494;285740366;402514000;720515000;285740366;571480732;1157965494;881218128;7,1587;7,4747;51,2474;55,8708;0,0508;0,0254;0,0254
SRB;Serbia;0;1995;;;;;11,3679;23,3939;33,3983;29,063;;;;;;;;;;;;;;;;
SGP;Singapore;1;1995;1,75;32752,18;44921,34;1,15E+11;33,1461;23,9772;31,4799;30,962;65178947594;51135738880;98893339788;57006448183;66121631223;98893339788;1,98E+11;1,17E+11;1,22E+11;10,3967;10,7127;108,0919;114,7613;1,7134;0,8567;0,8567
SVK;SlovakRepublic;0;1995;13,7;9642,25;13224,85;52040000000;26,6927;23,065;33,0857;38,905;429301738;7243078138;6894957188;439473831;6414707995;6894957188;13789914376;13657786133;868775569;9,1739;9,4899;84,1606;90,0573;0,265;0,1325;0,1325
SVN;Slovenia;1;1995;7;13398,2;18376,34;26655000000;23,212;21,714;29,7787;43,133;279399872;7287920527;7448734331;482719528;8523515152;7448734331;14897468662;15811435679;762119400;9,5029;9,8188;90,3046;96,4092;0,5589;0,2794;0,2794
ZAF;SouthAfrica;0;1995;16,5;6689,71;9175,29;2,77E+11;16,9599;19,5462;31,9171;25,211;10509230246;16779278042;12129351841;9871284071;20345665700;12129351841;24258703682;37124943742;20380514317;8,8083;9,1243;77,5866;83,2523;0,0875;0,0438;0,0438
ESP;Spain;1;1995;22,9;18495,15;25367,08;7,34E+11;22,0217;16,2909;28,3631;30,203;13749973631;72343689923;69842769721;20549492239;86553405007;69842769721;1,40E+11;1,59E+11;34299465870;9,8253;10,1412;96,5358;102,8441;0,1904;0,0952;0,0952
LKA;SriLanka;0;1995;12,267;3256,95;4467,08;56280000000;25,5888;14,0913;26,684;24,823;586972000;2867194000;2620935000;2895378000;1977584000;2620935000;5241870000;4844778000;3482350000;8,0885;8,4045;65,4246;70,6355;0,0931;0,0466;0,0466
SDN;Sudan;0;1995;14,618;1943,66;2665,84;54325000000;5,5392;4,6276;10,1623;17,927;283864810;246539005;35079704;594750766;538973423;35079704;70159408;785512428;878615576;7,5723;7,8883;57,3402;62,2249;0,0013;0,0006;0,0006
SWE;Sweden;1;1995;10,417;22693,14;31124,84;2,01E+11;19,5084;19,9124;27,3748;24,72;9319757228;63591902965;60871316056;4561015171;54144413799;60871316056;1,22E+11;1,18E+11;13880772399;10,0298;10,3458;100,5972;107,0348;0,607;0,3035;0,3035
TWN;TaiwanProvinceofChina;1;1995;1,79;15535,18;21307,32;3,32E+11;;;;;50684682128;58149420720;1,03E+11;27621345800;71699392280;1,03E+11;2,07E+11;1,30E+11;78306027928;9,6509;9,9668;93,1391;99,3372;0,6224;0,3112;0,3112
THA;Thailand;0;1995;;6842,19;9384,42;4,07E+11;41,3212;26,4667;37,5265;19,904;23979629816;30376248756;40029838109;23235331750;44561992086;40029838109;80059676218;74938240842;47214961566;8,8309;9,1468;77,9841;83,6641;0,1968;0,0984;0,0984
TLS;Timor-Leste;0;1995;;;;;;;;8,89;;;;;;;;;;;;;;;;
TUN;Tunisia;0;1995;16,177;4483,83;6149,81;40164000000;24,1658;18,9646;29,3951;43,103;795503364;4146499612;4340589382;1083615426;6183153089;4340589382;8681178764;10329652701;1879118790;8,4082;8,7242;70,6984;76,1113;0,2161;0,1081;0,1081
TUR;Turkey;0;1995;7,109;8507,25;11668,15;5,12E+11;23,8356;22,5661;32,0201;22,261;4090862617;14351664882;16053063891;7029329498;23953236855;16053063891;32106127782;38304901737;11120192115;9,0487;9,3646;81,8785;87,6961;0,0627;0,0314;0,0314
UGA;Uganda;0;1995;;826082;1133,02;15361000000;16,3673;6,2292;13,1061;6,98;68227480;362188358;12463002;563945029;416678975;12463002;24926004;778867333;632172509;6,7167;7,0326;45,114;49,4581;0,0016;0,0008;0,0008
ARE;UnitedArabEmirates;1;1995;;73319,77;100561,93;1,77E+11;;6,7725;45,5452;33,628;12558393862;15069923229;4927146471;11267985872;12392138958;4927146471;9854292942;27462062187;23826379734;11,2026;11,5185;125,4979;132,6765;0,0557;0,0279;0,0279
GBR;UnitedKingdom;1;1995;8,625;21146,82;29003,97;1,23E+18;18,1183;15,6457;24,8888;27,424;35191468668;1,70E+11;1,87E+11;38762235258;1,95E+11;1,87E+11;3,75E+11;3,65E+11;73953703926;9,9592;10,2752;99,1866;105,5795;0,3055;0,1527;0,1527
USA;UnitedStates;1;1995;5,592;28762,68;39449,53;7,66E+17;20,7982;;;23,651;2,33E+11;3,31E+11;4,52E+11;3,25E+11;4,31E+11;4,52E+11;9,04E+11;7,62E+11;5,58E+11;10,2668;10,5828;105,4079;111,9952;0,118;0,059;0,059
URY;Uruguay;0;1995;10,3;8615,27;11816,3;27813000000;13,5269;19,6947;28,919;26,652;1403621149;667929886;814974622;1789318992;1015997000;814974622;1629949244;1683926886;3192940141;9,0613;9,3772;82,107;87,9325;0,0586;0,0293;0,0293
UZB;Uzbekistan;0;1995;;1649,4;2262,23;37424000000;29,5;;24,1434;33,708;717874952;2059965670;246831184;854920220;1495229215;246831184;493662368;3555194885;1572795172;7,4082;7,7241;54,8809;59,6618;0,0132;0,0066;0,0066
VNM;Vietnam;0;1995;5,82;1458,9;2000,96;1,05E+11;25,4212;14,9931;28,7559;10,505;2612887000;2437120000;2379931000;5194907000;2371054000;2379931000;4759862000;4808174000;7807794000;7,2854;7,6014;53,0776;57,781;0,0453;0,0227;0,0227
ZMB;Zambia;0;1995;;1460,96;2003,79;13520000000;;9,1776;34,3135;5,919;620518701;343277952;64225911;474248225;233925297;64225911;128451822;577203249;1094766926;7,2868;7,6028;53,0982;57,8025;0,0095;0,0048;0,0048
ZWE;Zimbabwe;0;1995;;;;;24,5773;19,2642;25,7002;13,509;784466720;1331204030;670386404;1604131218;1051453440;670386404;1340772808;2382657470;2388597938;;;;;;;
