ISO;pais;desenvolvido;ano;unemployment;ppp;ppp_2011;gdp_npc;gross_fixed;share_manuf_gdp;sahre_ind_gdp;share_ind_emplo;export_devel;export_industrial;export_manuf;import_devel;import_industrial;import_manuf;exp_imp_manuf;exp_imp_ind;exp_imp_dev;l_ppp;l_ppp_2011;l2_ppp;l2_ppp_2011;r_exp_imp_manuf;r_export_manuf;r_import_manuf
SLV;ElSalvador;0;2005;7,13;6192,89;6955,25;37343000000;16,2928;16,6257;24,4713;22,211;1237047113;2172629426;2631280324;3503648369;3253592027;2631280324;5262560648;5426221453;4740695482;8,7312;8,8473;76,2331;78,2739;0,1409;0,0705;0,0705
EST;Estonia;1;2005;8,031;19764,63;22197,7;26857000000;32,8966;14,7361;26,3659;34,074;312140750;6825913748;5745757727;971215728;8088607839;5745757727;11491515454;14914521587;1283356478;9,8916;10,0077;97,8447;100,1549;0,4279;0,2139;0,2139
FIN;Finland;1;2005;8,475;34545,62;38798,27;1,81E+11;22,9574;21,2541;29,3028;25,806;11189896581;45090500893;54973637291;8468827452;41251729905;54973637291;1,10E+11;86342230798;19658724033;10,45;10,5661;109,2033;111,6431;0,6078;0,3039;0,3039
FRA;France;1;2005;8,892;33571,06;37703,73;2,05E+18;21,7974;12,2493;19,6096;23,777;80044701318;3,47E+11;3,48E+11;95727441668;3,65E+11;3,48E+11;6,96E+11;7,13E+11;1,76E+11;10,4214;10,5375;108,606;111,0392;0,3399;0,1699;0,1699
GAB;Gabon;0;2005;;14923,42;16760,52;20351000000;20,9815;3,8632;59,9224;12,169;1060238311;3953710777;191362881;363263738;1086190898;191362881;382725762;5039901675;1423502049;9,6107;9,7268;92,3653;94,6103;0,0188;0,0094;0,0094
GEO;Georgia;0;2005;13,8;4328,04;4860,83;18225000000;28,0652;12,0947;23,7585;9,293;171524245;284955103;333125621;546130869;921352866;333125621;666251242;1206307969;717655114;8,3729;8,489;70,105;72,0625;0,0366;0,0183;0,0183
DEU;Germany;1;2005;11,008;34484,46;38729,58;2,80E+18;19,0694;20,3141;26,6024;29,84;1,46E+11;7,97E+11;8,40E+11;1,48E+11;5,96E+11;8,40E+11;1,68E+12;1,39E+12;2,94E+11;10,4483;10,5644;109,1662;111,6057;0,599;0,2995;0,2995
GHA;Ghana;0;2005;;2334,99;2622,43;48775000000;29,0021;8,6554;25,1254;15,762;1139949088;1822552831;424382621;2566137360;2267081041;424382621;848765242;4089633872;3706086448;7,7558;7,8719;60,1519;61,9661;0,0174;0,0087;0,0087
GRC;Greece;1;2005;10;27120,82;30459,46;2,98E+11;20,829;8,5865;17,8045;22,391;3294660531;12364122021;9642496498;12743871124;36611136725;9642496498;19284992996;48975258746;16038531655;10,2081;10,3242;104,2044;106,5881;0,0648;0,0324;0,0324
GTM;Guatemala;0;2005;;5581,99;6269,15;73102000000;18,2976;18,7029;27,1475;20,87;2050681288;3318634399;2858659440;5127921845;5234201835;2858659440;5717318880;8552836234;7178603133;8,6273;8,7434;74,4303;76,447;0,0782;0,0391;0,0391
HTI;Haiti;0;2005;;1390,82;1562,03;12883000000;27,4181;15,2958;34,8108;10,382;43089386;430252308;398735335;348007092;1107957758;398735335;797470670;1538210066;391096478;7,2376;7,3537;52,3836;54,0775;0,0619;0,031;0,031
HND;Honduras;0;2005;4,2;3527,94;3962,24;24273000000;24,9144;19,084;26,24;20,908;894075053;4129816315;2981949970;2844072907;3666459261;2981949970;5963899940;7796275576;3738147960;8,1685;8,2846;66,7239;68,634;0,2457;0,1229;0,1229
HUN;Hungary;1;2005;7,2;20070,55;22541,28;2,03E+11;23,7773;18,8924;26,9494;32,476;4196382000;54733622000;52960559000;9110660000;50526152000;52960559000;1,06E+11;1,05E+11;13307042000;9,907;10,0231;98,1488;100,4626;0,5226;0,2613;0,2613
ISL;Iceland;1;2005;2,583;35373,76;39728,35;10608000000;29,5211;8,6249;20,736;21,693;165568410;2881763685;596523211;581922514;4370513238;596523211;1193046422;7252276923;747490924;10,4737;10,5898;109,6989;112,1443;0,1125;0,0562;0,0562
IND;India;0;2005;;2901,04;3258,17;3,24E+17;32,7761;16,6145;30,7234;18,804;52168495647;46899927015;57930256415;73665763190;63166126595;57930256415;1,16E+11;1,10E+11;1,26E+11;7,9728;8,0889;63,5659;65,4306;0,0358;0,0179;0,0179
IDN;Indonesia;0;2005;11,24;6126,59;6880,79;1,36E+18;23,6405;27,4075;46,5411;18,773;43756610983;41466187100;40163978818;51234595968;23764589000;40163978818;80327957636;65230776100;94991206951;8,7204;8,8365;76,0453;78,0835;0,0592;0,0296;0,0296
IRQ;Iraq;0;2005;;9930,05;11152,46;2,72E+11;13,8472;1,3205;63,6084;18,266;4153826294;19541628906;61530076;14470575245;8183879242;61530076;123060152;27725508148;18624401539;9,2033;9,3194;84,7011;86,8515;0,0005;0,0002;0,0002
IRL;Ireland;1;2005;4,65;41369,64;46462,34;1,74E+11;29,8497;19,594;30,0758;27,719;9122351945;99931314757;94312696504;9533079598;60227919104;94312696504;1,89E+11;1,60E+11;18655431543;10,6303;10,7464;113,0033;115,4851;1,0856;0,5428;0,5428
ISR;Israel;1;2005;11,2;23440,69;26326,29;1,62E+11;19,0088;14,4737;20,5694;21,587;9645565000;30768364000;19323541000;11106917107;31623727204;19323541000;38647082000;62392091204;20752482107;10,0622;10,1783;101,2484;103,5983;0,238;0,119;0,119
ITA;Italy;1;2005;7,7;33004,03;37066,9;1,92E+18;21,1578;15,5384;23,2957;30,684;65405911523;2,90E+11;3,17E+11;85798406609;2,64E+11;3,17E+11;6,34E+11;5,54E+11;1,51E+11;10,4044;10,5205;108,2512;110,6805;0,3309;0,1654;0,1654
JAM;Jamaica;0;2005;11,225;7609,76;8546,54;20411000000;26,7353;7,7515;21,9007;17,769;318728308;1174037019;102891790;2001952305;2807480190;102891790;205783580;3981517209;2320680613;8,9372;9,0533;79,8733;81,9619;0,0101;0,005;0,005
JPN;Japan;1;2005;4,425;31754,9;35664;4,06E+18;24,601;21,6449;30,1994;27,839;3,37E+11;2,52E+11;5,46E+11;3,42E+11;1,67E+11;5,46E+11;1,09E+12;4,20E+11;6,79E+11;10,3658;10,4819;107,4499;109,8702;0,2692;0,1346;0,1346
KAZ;Kazakhstan;0;2005;8,1;14178,08;15923,44;2,16E+11;27,9646;12,0414;37,628;18,005;4677597784;19094742499;3339949218;3762384470;5827564183;3339949218;6679898436;24922306682;8439982254;9,5595;9,6755;91,3831;93,6162;0,031;0,0155;0,0155
KEN;Kenya;0;2005;;2124,04;2385,51;71799000000;18,6991;10,5361;17,0126;14,586;1877278881;1408087652;1040178865;3596815890;2179858814;1040178865;2080357730;3587946466;5474094771;7,6611;7,7772;58,6921;60,4843;0,029;0,0145;0,0145
KWT;Kuwait;0;2005;1,349;62601,1;70307,43;1,87E+11;14,6272;;;20,694;25988063511;18911598961;3488546624;7035645604;8626909693;3488546624;6977093248;27538508654;33023709115;11,0445;11,1606;121,9818;124,5597;0,0373;0,0186;0,0186
LVA;Latvia;1;2005;10,05;15672,61;17601,95;35259000000;31,271;11,5268;20,334;26,476;153789765;4434985189;2939162037;340490756;6859973763;2939162037;5878324074;11294958952;494280521;9,6597;9,7758;93,3092;95,5656;0,1667;0,0834;0,0834
LBN;Lebanon;0;2005;;11032,07;12390,15;43983000000;22,7198;7,2232;14,3872;18,777;1722852601;574499859;1482456573;3127494082;5604696785;1482456573;2964913146;6179196644;4850346683;9,3086;9,4247;86,6493;88,8242;0,0674;0,0337;0,0337
LBY;Libya;0;2005;;26236,1;29465,82;1,47E+11;15,1679;5,0567;80,9743;28,26;4275447108;27080488217;1154542433;2154459051;3751653929;1154542433;2309084866;30832142146;6429906159;10,1749;10,291;103,5284;105,9044;0,0157;0,0079;0,0079
LTU;Lithuania;1;2005;8,324;16422,14;18443,75;54563000000;23,3849;18,2456;29,6083;29,06;731730116;9027264745;6693387048;978069094;9851860566;6693387048;13386774096;18879125311;1709799210;9,7064;9,8225;94,2139;96,4811;0,2453;0,1227;0,1227
MEX;Mexico;0;2005;3,478;14234,02;15986,25;1,53E+18;20,7037;15,7266;32,7834;25,719;14677850518;1,99E+11;1,65E+11;53858817630;1,67E+11;1,65E+11;3,30E+11;3,66E+11;68536668148;9,5634;9,6795;91,4584;93,6924;0,2163;0,1082;0,1082
MNE;Montenegro;0;2005;;10326,33;11597,52;6349000000;17,9796;8,1921;17,3415;19,234;;;;;;;;;;9,2425;9,3585;85,4229;87,5824;;;
MAR;Morocco;0;2005;11,058;4891,45;5493,6;1,48E+11;28,4869;16,8406;26,1539;19,51;2075810312;8883915353;6933692510;6398949607;12687496788;6933692510;13867385020;21571412141;8474759919;8,4952;8,6113;72,1692;74,1552;0,0938;0,0469;0,0469
MOZ;Mozambique;0;2005;;6583,01;7393,39;13831000000;13,2091;13,899;19,1139;3,278;438499252;1297688828;66264450;1694699113;705529124;66264450;132528900;2003217952;2133198365;6,4897;6,6058;42,1157;43,636;0,0096;0,0048;0,0048
MMR;Myanmar;0;2005;4;2380,88;2673,97;1,14E+11;;12,8016;17,5122;11,737;3619433956;320639554;469871992;1755399291;142290630;469871992;939743984;462930184;5374833247;7,7752;7,8913;60,4541;62,2729;0,0082;0,0041;0,0041
NAM;Namibia;0;2005;;7112,4;7987,95;13919000000;18,6132;12,4268;26,7367;15,334;871873696;1189454554;550713611;2224188780;298973267;550713611;1101427222;1488427821;3096062476;8,8696;8,9857;78,6697;80,7426;0,0791;0,0396;0,0396
NLD;Netherlands;1;2005;5,882;38941,65;43735,45;6,36E+11;20,5957;12,5511;21,3547;20,536;37837423428;3,60E+11;2,47E+11;99178985661;2,42E+11;2,47E+11;4,94E+11;6,02E+11;1,37E+11;10,5698;10,6859;111,7211;114,1888;0,7776;0,3888;0,3888
NZL;NewZealand;1;2005;3,8;27427,87;30804,3;1,14E+11;24,7461;14,5254;22,8373;22,19;7398200061;13818824298;6779173202;9410549806;16679033546;6779173202;13558346404;30497857844;16808749867;10,2193;10,3354;104,4344;106,8207;0,1188;0,0594;0,0594
NIC;Nicaragua;0;2005;5,6;3358,64;3772,1;18067000000;;13,566;20,9666;19,681;534699817;1095369418;680698222;1933721808;986062316;680698222;1361396444;2081431734;2468421625;8,1193;8,2354;65,9229;67,8216;0,0754;0,0377;0,0377
NGA;Nigeria;0;2005;;3605,68;4049,55;4,91E+11;5,459;12,0712;37,9453;8,495;12758335666;33026949905;580368776;8063831493;11214096845;580368776;1160737552;44241046750;20822167159;8,1903;8,3064;67,0805;68,9956;0,0024;0,0012;0,0012
NOR;Norway;1;2005;4,616;56557,66;63520,03;2,62E+11;20,3349;8,1593;37,9866;20,853;5860671588;96769189137;17742724734;8432129295;45499955056;17742724734;35485449468;1,42E+11;14292800883;10,943;11,0591;119,7496;122,3039;0,1355;0,0677;0,0677
PAK;Pakistan;0;2005;7,69;3503,45;3934,73;5,34E+11;17,4612;17,4873;25,5283;20,313;7067703330;8876742158;13123503334;15401196826;8787249608;13123503334;26247006668;17663991766;22468900156;8,1615;8,2776;66,6101;68,5186;0,0491;0,0246;0,0246
PAN;Panama;0;2005;9,781;10955,99;12304,7;36714000000;20,7008;8,2601;18,7152;17,181;4313495201;2718680618;4306499746;4713550819;4756308326;4306499746;8612999492;7474988944;9027046020;9,3016;9,4177;86,5205;88,6938;0,2346;0,1173;0,1173
PRY;Paraguay;0;2005;5,831;5463,8;6136,4;31579000000;16,6113;11,8876;32,1276;15,734;2647103072;397467388;249585683;2581932287;662585779;249585683;499171366;1060053167;5229035359;8,6059;8,722;74,0615;76,0732;0,0158;0,0079;0,0079
PER;Peru;0;2005;9,579;6727,3;7555,45;1,83E+11;17,0621;16,5516;34,3567;14,07;6297141284;10715224525;2443956222;7759028522;4607693567;2443956222;4887912444;15322918092;14056169806;8,8139;8,93;77,6853;79,7453;0,0267;0,0133;0,0133
PHL;Philippines;0;2005;11,35;4305,77;4835,82;3,67E+11;19,9012;24,0535;33,8342;15,551;18723024266;22492473199;36734078807;25714965932;23313805053;36734078807;73468157614;45806278252;44437990198;8,3677;8,4838;70,0186;71,975;0,2001;0,1001;0,1001
POL;Poland;1;2005;17,745;15120,81;16982,21;5,77E+11;18,8942;16,1264;28,8255;29,249;4926591604;76195505902;69847649401;14466007476;75019427527;69847649401;1,40E+11;1,51E+11;19392599080;9,6238;9,7399;92,6181;94,8661;0,242;0,121;0,121
PRT;Portugal;1;2005;7,582;23508,95;26402,95;2,47E+11;23,0974;12,5589;21,3674;30,387;4021582663;33709965158;30851502672;9948091097;52790028254;30851502672;61703005344;86499993412;13969673760;10,0651;10,1812;101,307;103,6575;0,2499;0,1249;0,1249
ROU;Romania;0;2005;7,124;12427,8;13957,69;2,66E+11;24,2969;21,0027;31,8634;30,455;4608866235;21603079949;21965859279;6199002287;28398041979;21965859279;43931718558;50001121928;10807868522;9,4277;9,5438;88,8814;91,0838;0,1653;0,0827;0,0827
SAU;SaudiArabia;0;2005;6,051;41548,28;46662,97;9,69E+11;19,3124;9,5441;62,1148;20,037;1,06E+11;74273925902;28545239915;20256567968;35492927605;28545239915;57090479830;1,10E+11;1,26E+11;10,6346;10,7507;113,095;115,5777;0,0589;0,0294;0,0294
SEN;Senegal;0;2005;;1873,31;2103,92;21077000000;23,3277;13,0798;20,5408;17,401;822524956;479663844;585593426;1557397129;1876721244;585593426;1171186852;2356385088;2379922085;7,5355;7,6516;56,7832;58,5463;0,0556;0,0278;0,0278
SRB;Serbia;0;2005;21,83;9455,12;10619,06;70353000000;20,0795;14,4161;24,4502;27,582;;;;;;;;;;9,1543;9,2704;83,8014;85,9404;;;
SGP;Singapore;1;2005;3,125;55180,81;61973,69;2,35E+11;23,0751;26,5371;30,9125;21,822;1,54E+11;75841840940;1,11E+11;1,26E+11;73495517005;1,11E+11;2,21E+11;1,49E+11;2,80E+11;10,9184;11,0345;119,2108;121,7594;0,9394;0,4697;0,4697
SVK;SlovakRepublic;0;2005;16,358;17754,77;19940,43;95391000000;27,345;20,9057;32,0527;38,824;1164491290;29437373543;26527187259;3565749309;23114442263;26527187259;53054374518;52551815806;4730240599;9,7844;9,9005;95,7347;98,02;0,5562;0,2781;0,2781
SVN;Slovenia;1;2005;6,542;23979,26;26931,16;47901000000;26,6477;20,7082;29,9479;37,058;829627778;14480753265;15708835918;1576539733;16974002013;15708835918;31417671836;31454755278;2406167511;10,0849;10,201;101,7061;104,0612;0,6559;0,3279;0,3279
ZAF;SouthAfrica;0;2005;24,65;9847,04;11059,23;4,69E+11;17,2464;16,2583;27,1374;25,684;15509706656;30932300987;23488880510;22672593138;31756330309;23488880510;46977761020;62688631296;38182299794;9,1949;9,311;84,5467;86,6951;0,1002;0,0501;0,0501
ESP;Spain;1;2005;9,153;29650;33299,98;1,29E+18;29,8917;14,1041;27,2845;29,57;30375413167;1,56E+11;1,47E+11;76651661599;2,05E+11;1,47E+11;2,94E+11;3,61E+11;1,07E+11;10,2972;10,4133;106,0327;108,4371;0,2273;0,1137;0,1137
LKA;SriLanka;0;2005;7,7;5738,58;6445,01;1,13E+11;23,372;19,513;30,1881;27,287;1565553334;4273407287;4015548253;5926824202;2359423310;4015548253;8031096506;6632830597;7492377536;8,655;8,7711;74,9085;76,9315;0,0713;0,0357;0,0357
SDN;Sudan;0;2005;17,01;3593,65;4036,04;1,27E+11;23,1363;6,7083;26,8754;21,428;3232983633;1269726690;62528175;4673600147;2540033224;62528175;125056350;3809759914;7906583780;8,1869;8,303;67,0257;68,9401;0,001;0,0005;0,0005
SWE;Sweden;1;2005;7,642;36735,03;41257,19;3,32E+11;22,1375;18,0811;26,1264;22,078;17717064940;1,09E+11;1,02E+11;10815223203;97008784303;1,02E+11;2,04E+11;2,06E+11;28532288143;10,5115;10,6276;110,4913;112,9455;0,6146;0,3073;0,3073
TWN;TaiwanProvinceofChina;1;2005;4,13;28914,98;32474,47;6,58E+11;;;;;1,16E+11;70531936834;1,72E+11;82854810386;93593906559;1,72E+11;3,43E+11;1,64E+11;1,99E+11;10,2721;10,3882;105,5163;107,9149;0,5217;0,2608;0,2608
THA;Thailand;0;2005;1,858;10305,17;11573,75;6,71E+11;27,7126;29,7938;38,6291;20,273;56358101227;53160242032;83342299960;64314901878;51571088500;83342299960;1,67E+11;1,05E+11;1,21E+11;9,2404;9,3565;85,385;87,544;0,2483;0,1241;0,1241
TLS;Timor-Leste;0;2005;;4312,36;4843,23;4181000000;3,9973;0,6258;75,3153;7,849;3885085;4197381;2025678;86324977;15235010;2025678;4051356;19432391;90210062;8,3692;8,4853;70,0442;72,0009;0,001;0,0005;0,0005
TUN;Tunisia;0;2005;12,819;7947,42;8925,77;79705000000;21,3305;15,8203;26,6015;42,169;1496976374;8595075003;7856404472;2538746118;9910524322;7856404472;15712808944;18505599325;4035722492;8,9806;9,0967;80,6512;82,7499;0,1971;0,0986;0,0986
TUR;Turkey;0;2005;9,488;14018,98;15744,75;9,65E+11;26,6508;16,9087;25,3019;26,337;14221457132;50399377509;59819931124;31134487383;67324620430;59819931124;1,20E+11;1,18E+11;45355944515;9,5482;9,6643;91,1675;93,398;0,1239;0,062;0,062
UGA;Uganda;0;2005;;1388,84;1559,81;35825000000;22,2017;7,0093;23,5101;5,677;393516137;412755299;114878608;1372947593;668820951;114878608;229757216;1081576250;1766463730;7,2362;7,3523;52,3629;54,0566;0,0064;0,0032;0,0032
ARE;UnitedArabEmirates;1;2005;;91623,72;102902,8;3,76E+11;18,3792;10,6081;55,6436;40,117;67064905126;47605073164;30989270255;40031973399;39686979771;30989270255;61978540510;87292052935;1,07E+11;11,4254;11,5415;130,5408;133,2071;0,1647;0,0824;0,0824
GBR;UnitedKingdom;1;2005;4,825;33454,68;37573,02;2,02E+18;16,9563;9,9686;19,7252;22,216;68888340898;3,18E+11;2,86E+11;1,23E+11;3,92E+11;2,86E+11;5,72E+11;7,10E+11;1,91E+11;10,4179;10,534;108,5336;110,966;0,283;0,1415;0,1415
USA;UnitedStates;1;2005;5,083;44218,31;49661,68;1,31E+18;22,7679;12,9052;21,2227;21,049;4,00E+11;4,95E+11;6,69E+11;9,10E+11;8,05E+11;6,69E+11;1,34E+12;1,30E+12;1,31E+12;10,6969;10,813;114,4235;116,9207;0,1021;0,0511;0,0511
URY;Uruguay;0;2005;12,142;11461,33;12872,25;38422000000;16,5475;14,8525;23,7753;22,882;1682013104;1593622640;1014036150;2783970731;779077307;1014036150;2028072300;2372699947;4465983835;9,3467;9,4628;87,3614;89,5451;0,0528;0,0264;0,0264
UZB;Uzbekistan;0;2005;;2763,97;3104,22;71648000000;17,9;;20,7;32,179;1448340907;1339015316;1300259138;1202293660;1009115315;1300259138;2600518276;2348130631;2650634567;7,9244;8,0405;62,7965;64,6499;0,0363;0,0181;0,0181
VNM;Vietnam;0;2005;5,31;3102,93;3484,91;2,56E+11;31,2736;18,8233;38,1311;18,866;12850297786;19116507464;16156503122;26435735913;9276130418;16156503122;32313006244;28392637882;39286033699;8,0401;8,1562;64,6432;66,5236;0,1264;0,0632;0,0632
ZMB;Zambia;0;2005;;2211,91;2484,2;26640000000;;9,8405;26,8496;6,796;1279746873;527739314;170753570;1975493406;582102764;170753570;341507140;1109842078;3255240279;7,7016;7,8177;59,3148;61,1165;0,0128;0,0064;0,0064
ZWE;Zimbabwe;0;2005;;1601,9;1799,1;18951000000;2,0004;15,1228;26,478;10,401;1165793239;658427418;494894995;2087893092;261468888;494894995;989789990;919896306;3253686331;7,3789;7,495;54,4488;56,1757;0,0522;0,0261;0,0261
