ISO;pais;desenvolvido;ano;unemployment;ppp;ppp_2011;gdp_npc;gross_fixed;share_manuf_gdp;sahre_ind_gdp;share_ind_emplo;export_devel;export_industrial;export_manuf;import_devel;import_industrial;import_manuf;exp_imp_manuf;exp_imp_ind;exp_imp_dev;l_ppp;l_ppp_2011;l2_ppp;l2_ppp_2011;r_exp_imp_manuf;r_export_manuf;r_import_manuf
FIN;Finland;1;2000;9,875;27404,12;34573,78;1,42E+11;23,0858;24,1823;31,6297;27,952;7295191538;34804147135;38569562935;3690263893;25976632545;38569562935;77139125870;60780779680;10985455431;10,2184;10,4509;104,4167;109,2203;0,5443;0,2722;0,2722
FRA;France;1;2000;9,175;28514,84;35975,09;1,68E+18;21,5144;14,4776;21,2939;26,274;50191334851;2,42E+11;2,39E+11;53178611686;2,45E+11;2,39E+11;4,78E+11;4,86E+11;1,03E+11;10,2582;10,4906;105,2303;110,0523;0,2848;0,1424;0,1424
GAB;Gabon;0;2000;;14394,51;18160,5;17350000000;21,9021;3,7248;56,2552;11,369;558444473;2042985854;57080395;135181341;815364503;57080395;114160790;2858350357;693625814;9,5746;9,807;91,673;96,1773;0,0066;0,0033;0,0033
GEO;Georgia;0;2000;10,346;2567,1;3238,72;11386000000;25,4476;8,5498;20,998;9,81;93099055;100061976;101250292;152967062;325086462;101250292;202500584;425148438;246066117;7,8505;8,0829;61,6309;65,3338;0,0178;0,0089;0,0089
DEU;Germany;1;2000;7,95;29839,56;37646,39;2,43E+18;22,988;20,7287;27,8803;33,531;73326059000;4,65E+11;4,59E+11;79745759000;4,04E+11;4,59E+11;9,18E+11;8,69E+11;1,53E+11;10,3036;10,536;106,164;111,0071;0,3779;0,1889;0,1889
GHA;Ghana;0;2000;;1840,42;2321,93;33886000000;23,0981;9,0168;25,4039;15,798;256041185;1275579892;133130966;1165502774;1660296451;133130966;266261932;2935876343;1421543959;7,5177;7,7502;56,5166;60,0649;0,0079;0,0039;0,0039
GRC;Greece;1;2000;11,35;20312,4;25626,67;2,19E+11;24,6412;9,4926;18,7476;22,6;1822088685;7767865554;5363196354;6754609100;21144786890;5363196354;10726392708;28912652444;8576697785;9,919;10,1514;98,3863;103,0507;0,049;0,0245;0,0245
GTM;Guatemala;0;2000;;4808,64;6066,71;56024000000;16,1256;13,1709;19,7911;22,493;961934082;1710302984;1189818677;2231599531;2830009482;1189818677;2379637354;4540312466;3193533613;8,4782;8,7106;71,8794;75,8741;0,0425;0,0212;0,0212
HTI;Haiti;0;2000;;1378,72;1739,43;11787000000;27,3369;9,6024;31,8046;10,065;5385000;305900000;275096000;316534000;716039000;275096000;550192000;1021939000;321919000;7,2289;7,4613;52,2572;55,6712;0,0467;0,0233;0,0233
HND;Honduras;0;2000;3,866;2757,1;3478,43;17213000000;25,7724;20,5356;29,3809;22,794;454411026;2877278118;1955893862;1463773969;2501010359;1955893862;3911787724;5378288477;1918184995;7,9219;8,1543;62,757;66,4932;0,2273;0,1136;0,1136
HUN;Hungary;1;2000;6,4;14285,15;18022,53;1,46E+11;25,3978;19,0802;27,0264;33,774;1145608000;25828711000;24191213000;4234346000;24854367000;24191213000;48382426000;50683078000;5379954000;9,567;9,7994;91,527;96,0278;0,3313;0,1657;0,1657
ISL;Iceland;1;2000;2,178;27097,93;34187,47;7678000000;24,2217;11,4076;22,5207;23,022;63268420;1827291486;252222479;209383478;2327004062;252222479;504444958;4154295548;272651898;10,2072;10,4396;104,1872;108,9856;0,0657;0,0329;0,0329
IND;India;0;2000;;2018,37;2546,43;2,08E+18;24,5745;16,5469;28,4199;16,32;16848337744;24632723883;26404551746;26374626494;25341201979;26404551746;52809103492;49973925862;43222964238;7,61;7,8424;57,9128;61,504;0,0254;0,0127;0,0127
IDN;Indonesia;0;2000;6,08;4646,85;5862,59;9,58E+11;19,8509;22,6598;41,9691;17,445;27969581278;34051540546;35205841786;22734648785;20647100754;35205841786;70411683572;54698641300;50704230063;8,4439;8,6763;71,3002;75,279;0,0735;0,0367;0,0367
IRQ;Iraq;0;2000;;;;99089000000;2,918;0,9081;84,796;19,179;4441098903;15926637245;155193399;7208559914;5343752045;155193399;310386798;21270389290;11649658817;;;;;0,0031;0,0016;0,0016
IRL;Ireland;1;2000;4,517;30757,34;38804,28;1,18E+11;23,7671;23,1327;31,4882;29,048;6851998659;68021354966;65465096493;6292524397;44180807317;65465096493;1,31E+11;1,12E+11;13144523056;10,3339;10,5663;106,7892;111,6464;1,1119;0,556;0,556
ISR;Israel;1;2000;10,9;20818,6;26265,31;1,31E+11;21,1924;16,0305;22,1162;23,985;6729801000;22875584000;16081131000;6493992893;28233357249;16081131000;32162262000;51108941249;13223793893;9,9436;10,176;98,8752;103,5511;0,2458;0,1229;0,1229
ITA;Italy;1;2000;10,1;28601,61;36084,56;1,63E+18;20,4316;17,5113;24,3192;31,788;40745404821;1,91E+11;2,12E+11;46183338980;1,75E+11;2,12E+11;4,24E+11;3,66E+11;86928743801;10,2612;10,4936;105,2926;110,1161;0,2607;0,1303;0,1303
JAM;Jamaica;0;2000;15,5;6511,59;8215,2;16814000000;23,205;9,3459;22,5635;16,994;111955493;1195242436;269821480;1013939698;2079567783;269821480;539642960;3274810219;1125895191;8,7813;9,0137;77,1119;81,2475;0,0321;0,016;0,016
JPN;Japan;1;2000;4,733;26850,23;33874,97;3,41E+17;27,3848;22,5582;32,7583;31,419;2,33E+11;2,45E+11;4,49E+11;2,24E+11;1,51E+11;4,49E+11;8,99E+11;3,97E+11;4,57E+11;10,198;10,4304;103,9998;108,7939;0,2639;0,132;0,132
KAZ;Kazakhstan;0;2000;12,753;7890,1;9954,36;1,17E+11;17,3183;16,4883;37,7758;16,084;2308002600;4080311800;13841000;813342630;1610640073;13841000;27682000;5690951873;3121345230;8,9734;9,2058;80,5213;84,7461;0,0002;0,0001;0,0001
KEN;Kenya;0;2000;;1822,3;2299,06;53746000000;16,7088;10,3156;15,0159;13,934;866188662;685567945;339715246;1584016099;1271460625;339715246;679430492;1957028570;2450204761;7,5079;7,7403;56,3679;59,9116;0,0126;0,0063;0,0063
KWT;Kuwait;0;2000;0,777;50908,28;64227,25;1,13E+11;10,6655;;;21,872;9295057131;10100939558;1349133788;2882595955;4260737029;1349133788;2698267576;14361676587;12177653086;10,8378;11,0702;117,4575;122,5489;0,0239;0,012;0,012
LVA;Latvia;1;2000;14,342;8888,26;11213,66;21169000000;25,2228;13,7322;23,7439;26,758;61958032;1638762616;1037001296;75568215;2562009510;1037001296;2074002592;4200772126;137526247;9,0925;9,3249;82,6733;86,9535;0,098;0,049;0,049
LBN;Lebanon;0;2000;;10169,85;12830,55;32903000000;21,0261;11,4143;19,9654;20,796;419258958;288640080;419583431;1904287449;4006470617;419583431;839166862;4295110697;2323546407;9,2272;9,4596;85,1409;89,4837;0,0255;0,0128;0,0128
LBY;Libya;0;2000;;19614,26;24745,88;1,02E+11;11,6366;;;26,474;1683962232;11003156848;760706887;1077651347;2623808815;760706887;1521413774;13626965663;2761613579;9,884;10,1164;97,6937;102,3418;0,015;0,0075;0,0075
LTU;Lithuania;1;2000;16,375;9618,82;12135,36;33661000000;19,1252;16,761;26,3026;26,777;122736447;3063409897;2286514520;327943816;3316126565;2286514520;4573029040;6379536462;450680263;9,1715;9,4039;84,116;88,4329;0,1359;0,0679;0,0679
MEX;Mexico;0;2000;2,2;12532,13;15810,87;1,26E+18;21,4889;18,9879;34,2097;27,013;8727543208;1,58E+11;1,39E+11;18634122604;1,55E+11;1,39E+11;2,78E+11;3,12E+11;27361665812;9,4361;9,6685;89,0391;93,479;0,2196;0,1098;0,1098
MNE;Montenegro;0;2000;;8032,32;10133,79;4920000000;16,8735;9,2808;21,259;23,955;;;;;;;;;;8,9912;9,2236;80,8422;85,0754;;;
MAR;Morocco;0;2000;13,395;3664,65;4623,42;1,04E+11;26,9729;18,4955;26,9599;21,051;1137335610;6208253966;4661653411;3097639992;8063245593;4661653411;9323306822;14271499559;4234975602;8,2065;8,4389;67,3464;71,2149;0,09;0,045;0,045
MOZ;Mozambique;0;2000;;4400,85;5552,23;8043000000;22,061;14,8332;20,2449;3,704;188602577;171016064;36315383;863536603;297986180;36315383;72630766;469002244;1052139180;6,087;6,3194;37,0512;39,9344;0,009;0,0045;0,0045
MMR;Myanmar;0;2000;4;1198,53;1512,09;55586000000;;7,1647;9,6923;9,956;763635000;859998000;769919000;2067056000;305183000;769919000;1539838000;1165181000;2830691000;7,0889;7,3212;50,2518;53,6007;0,0277;0,0139;0,0139
NAM;Namibia;0;2000;;5372,89;6778,58;9822000000;16,5828;11,6838;25,4641;12,298;439659636;874704575;221127524;1162514726;248096537;221127524;442255048;1122801112;1602174362;8,5891;8,8215;73,773;77,8193;0,045;0,0225;0,0225
NLD;Netherlands;1;2000;3,06;33243,53;41940,93;5,29E+11;22,9228;13,683;22,1631;21,575;19240738287;1,92E+11;1,22E+11;44699917443;1,50E+11;1,22E+11;2,44E+11;3,43E+11;63940655730;10,4116;10,644;108,4017;113,2951;0,4603;0,2302;0,2302
NZL;NewZealand;1;2000;6,15;21811,65;27518,16;84479000000;20,8506;15,5043;22,437;23,326;4346236733;8642131965;4376008205;3963467520;9861399801;4376008205;8752016410;18503531766;8309704253;9,9902;10,2226;99,8041;104,5016;0,1036;0,0518;0,0518
NIC;Nicaragua;0;2000;9,8;2739,39;3456,08;13770000000;;12,4765;20,1553;18,305;215385383;664375537;235984989;1043519715;663047021;235984989;471969978;1327422558;1258905098;7,9155;8,1479;62,655;66,3881;0,0343;0,0171;0,0171
NGA;Nigeria;0;2000;;2324,01;2932,03;2,76E+11;7,0179;17,5104;47,4765;9,068;5984996259;14985947143;141540532;2971302363;5507237633;141540532;283081064;20493184776;8956298622;7,751;7,9835;60,0788;63,7355;0,001;0,0005;0,0005
NOR;Norway;1;2000;3,426;46471,4;58629,56;2,09E+11;19,8158;8,8428;36,4802;21,786;2792869536;56804499377;11097565708;4735405293;28745286563;11097565708;22195131416;85549785940;7528274829;10,7466;10,979;115,4892;120,5383;0,1061;0,0531;0,0531
PAK;Pakistan;0;2000;7,82;2699,85;3406,21;3,69E+11;15,8754;13,664;21,7157;18,032;3617563371;5448759377;7798212942;7299859562;3667154833;7798212942;15596425884;9115914210;10917422933;7,901;8,1334;62,425;66,1515;0,0423;0,0211;0,0211
PAN;Panama;0;2000;13,526;8704,22;10981,47;26467000000;26,0724;11,2714;21,5483;17,363;437604135;314046099;389325374;1414025744;1936444416;389325374;778650748;2250490515;1851629879;9,0716;9,304;82,2933;86,5638;0,0294;0,0147;0,0147
PRY;Paraguay;0;2000;7,3;4839,6;6105,77;25575000000;14,674;13,6287;33,1157;16,934;1878307598;320971084;237484214;1683820317;576301773;237484214;474968428;897272857;3562127915;8,4846;8,717;71,9882;75,9859;0,0186;0,0093;0,0093
PER;Peru;0;2000;7,847;5244,75;6616,91;1,32E+11;19,6701;15,2145;29,0341;14,083;2227393650;4050022127;1161193391;3718623801;3643863340;1161193391;2322386782;7693885467;5946017451;8,565;8,7974;73,3589;77,394;0,0176;0,0088;0,0088
PHL;Philippines;0;2000;11,175;3390,38;4277,4;2,61E+11;22,1;24,4674;34,4561;16,228;13353962209;24718868703;34758411977;17429696872;19221510896;34758411977;69516823954;43940379599;30783659081;8,1287;8,3611;66,0757;69,908;0,2662;0,1331;0,1331
POL;Poland;1;2000;16,087;11607,88;14644,82;4,44E+11;23,739;16,1182;28,8834;31,059;1527603000;27336511000;24803784000;4842940000;37887823000;24803784000;49607568000;65224334000;6370543000;9,3594;9,5918;87,5991;92,0034;0,1117;0,0558;0,0558
PRT;Portugal;1;2000;3,925;20460,35;25813,33;2,11E+11;27,9911;15,0433;24,4499;34,757;1867466039;22260407760;20648962041;5559599537;33996081080;20648962041;41297924082;56256488840;7427065576;9,9262;10,1586;98,5303;103,1981;0,1962;0,0981;0,0981
ROU;Romania;0;2000;7,646;7970,05;10055,23;1,79E+11;19,2734;19,8379;30,1137;25,793;1615844976;8183746192;7952744032;1323027984;9561921880;7952744032;15905488064;17745668072;2938872960;8,9834;9,2158;80,7023;84,9319;0,089;0,0445;0,0445
SAU;SaudiArabia;0;2000;4,571;34624,34;43682,99;7,09E+11;17,3529;9,6091;54,1667;19,867;43247853532;33948110770;10497791690;8154482457;20001758600;10497791690;20995583380;53949869370;51402335989;10,4523;10,6847;109,2508;114,1631;0,0296;0,0148;0,0148
SEN;Senegal;0;2000;;1511,78;1907,3;14942000000;22,3947;12,9055;20,4627;16,565;409255125;458530053;261136303;631098313;897186770;261136303;522272606;1355716823;1040353438;7,321;7,5534;53,5977;57,0545;0,035;0,0175;0,0175
SRB;Serbia;0;2000;12,1;6165,36;7778,39;46341000000;14,0613;23,5961;30,7662;28,717;;;;;;;;;;8,7267;8,9591;76,1553;80,2656;;;
SGP;Singapore;1;2000;2,675;40983,94;51706,44;1,65E+11;32,0438;25,8608;32,4647;33,857;79002812466;58639037980;1,17E+11;68779288942;65390763648;1,17E+11;2,35E+11;1,24E+11;1,48E+11;10,6209;10,8533;112,8043;117,7949;1,4234;0,7117;0,7117
SVK;SlovakRepublic;0;2000;18,9;12296,49;15513,58;66385000000;27,2662;21,3532;32,2125;37,263;331554401;11201078164;10000099677;611842109;9635577841;10000099677;20000199354;20836656005;943396510;9,4171;9,6495;88,6812;93,1123;0,3013;0,1506;0,1506
SVN;Slovenia;1;2000;6,742;17979,51;22683,43;35739000000;27,3445;21,7827;30,5836;37,653;360913403;7607030202;7798364210;546919334;9242056252;7798364210;15596728420;16849086454;907832737;9,797;10,0294;95,981;100,5887;0,4364;0,2182;0,2182
ZAF;SouthAfrica;0;2000;23;7700,57;9715,25;3,46E+11;15,6161;17,4733;29,0657;24,376;8068524482;14055307339;12246316283;8521127634;17907388687;12246316283;24492632566;31962696026;16589652116;8,949;9,1815;80,0855;84,2991;0,0708;0,0354;0,0354
ESP;Spain;1;2000;13,857;24053,29;30346,27;9,75E+11;26,1444;16,1868;27,885;30,828;17332691053;93185252806;87848506274;34456722218;1,16E+11;87848506274;1,76E+11;2,09E+11;51789413271;10,088;10,3204;101,7683;106,5113;0,1801;0,0901;0,0901
LKA;SriLanka;0;2000;7,573;4496,22;5672,55;83032000000;28,0361;15,0545;27,3181;23,366;1001797341;4120536475;3914736144;3901450432;2259487956;3914736144;7829472288;6380024431;4903247773;8,411;8,6434;70,7448;74,7083;0,0943;0,0471;0,0471
SDN;Sudan;0;2000;15,2;2618,59;3303,68;81438000000;18,5691;8,3016;20,0797;20,57;1209805802;419261364;79888394;936527164;595534503;79888394;159776788;1014795867;2146332966;7,8704;8,1028;61,9431;65,6552;0,002;0,001;0,001
SWE;Sweden;1;2000;6,342;29256,99;36911,4;2,60E+11;22,0964;20,311;26,8396;24,603;12711070599;73343854201;71074738863;6412062935;65762582427;71074738863;1,42E+11;1,39E+11;19123133534;10,2839;10,5163;105,7581;110,5921;0,547;0,2735;0,2735
TWN;TaiwanProvinceofChina;1;2000;2,99;21590,45;27239,09;4,81E+11;;;;;67516244385;79365718261;1,41E+11;50027640212;86524272815;1,41E+11;2,82E+11;1,66E+11;1,18E+11;9,98;10,2124;99,6005;104,2933;0,5865;0,2932;0,2932
THA;Thailand;0;2000;;7357,92;9282,95;4,59E+11;21,5749;28,5927;36,8396;19,095;28684512815;39763803205;51082736289;28937471156;31906364757;51082736289;1,02E+11;71670167962;57621983971;8,9035;9,1359;79,2729;83,4653;0,2228;0,1114;0,1114
TLS;Timor-Leste;0;2000;;1998,64;2521,54;1793000000;31,692;2,1121;31,0501;8,393;;;;;;;;;;7,6002;7,8326;57,7634;61,35;;;
TUN;Tunisia;0;2000;15,691;5993,3;7561,3;57251000000;25,1667;16,1559;26,6525;42,359;804553210;4816919057;4500763272;1413376445;6828350351;4500763272;9001526544;11645269408;2217929655;8,6984;8,9308;75,6621;79,7592;0,1572;0,0786;0,0786
TUR;Turkey;0;2000;5,997;10508,87;13258,27;6,80E+11;22,3046;18,7545;26,9026;23,976;3961772216;20324939154;22331674917;10616528772;36085519962;22331674917;44663349834;56410459116;14578300988;9,26;9,4924;85,7471;90,1052;0,0657;0,0328;0,0328
UGA;Uganda;0;2000;;1015,88;1281,67;22166000000;19,234;7,099;21,4382;7,702;126970367;273676439;22824017;996189168;533736944;22824017;45648034;807413383;1123159535;6,9235;7,1559;47,935;51,2072;0,0021;0,001;0,001
ARE;UnitedArabEmirates;1;2000;;86187,51;108736,47;2,58E+11;;9,072;48,517;34,836;25772876228;23579076845;9650549527;17173554251;17584605540;9650549527;19301099054;41163682385;42946430479;11,3643;11,5967;129,1469;134,483;0,0748;0,0374;0,0374
GBR;UnitedKingdom;1;2000;5,45;26669,01;33646,33;1,57E+18;17,8398;13,0561;22,537;25,167;43980619233;2,49E+11;2,15E+11;80418191096;2,83E+11;2,15E+11;4,30E+11;5,31E+11;1,24E+11;10,1913;10,4237;103,8617;108,6527;0,274;0,137;0,137
USA;UnitedStates;1;2000;3,967;36432,51;45964,23;1,03E+19;23,0386;15,0093;22,4044;23,322;3,31E+11;4,47E+11;6,46E+11;5,65E+11;6,43E+11;6,46E+11;1,29E+12;1,09E+12;8,97E+11;10,5032;10,7356;110,3176;115,2535;0,1256;0,0628;0,0628
URY;Uruguay;0;2000;13,4;9951,93;12555,63;33331000000;14,3185;12,5187;21,8356;24,898;1518839466;749150106;952586077;2210426627;1126813387;952586077;1905172154;1875963493;3729266093;9,2055;9,4379;84,7416;89,0744;0,0572;0,0286;0,0286
UZB;Uzbekistan;0;2000;;2004,7;2529,18;49152000000;22,1;;20,23;29,321;405460764;969861386;529838813;694091415;1020344702;529838813;1059677626;1990206088;1099552179;7,6032;7,8357;57,8094;61,3974;0,0216;0,0108;0,0108
VNM;Vietnam;0;2000;6,42;2058,15;2596,62;1,60E+11;27,6468;18,4469;36,7308;12,436;6349699000;7888258000;6141237000;10591400000;4567243000;6141237000;12282474000;12455501000;16941099000;7,6296;7,862;58,2102;61,8105;0,0769;0,0384;0,0384
ZMB;Zambia;0;2000;;1658,37;2092,25;17554000000;;9,4533;23,2439;5,752;460471631;431532387;140823625;719762558;168052128;140823625;281647250;599584515;1180234189;7,4136;7,646;54,9613;58,4612;0,016;0,008;0,008
ZWE;Zimbabwe;0;2000;;2159,96;2725,07;25256000000;11,798;13,388;;11,449;815232638;1029983362;481959333;1405102660;479336219;481959333;963918666;1509319581;2220335298;7,6778;7,9102;58,9493;62,572;0,0382;0,0191;0,0191
