ISO;pais;desenvolvido;ano;unemployment;ppp;ppp_2011;gdp_npc;gross_fixed;share_manuf_gdp;sahre_ind_gdp;share_ind_emplo;export_devel;export_industrial;export_manuf;import_devel;import_industrial;import_manuf;exp_imp_manuf;exp_imp_ind;exp_imp_dev;l_ppp;l_ppp_2011;l2_ppp;l2_ppp_2011;r_exp_imp_manuf;r_export_manuf;r_import_manuf
MMR;Myanmar;0;1995;;;;;;;;10,721;679395000;170865000;102621000;1136294000;193932000;102621000;205242000;364797000;1815689000;;;;;;;
MMR;Myanmar;0;2000;4;1198,53;1512,09;55586000000;;7,1647;9,6923;9,956;763635000;859998000;769919000;2067056000;305183000;769919000;1539838000;1165181000;2830691000;7,0889;7,3212;50,2518;53,6007;0,0277;0,0139;0,0139
MMR;Myanmar;0;2005;4;2380,88;2673,97;1,14E+11;;12,8016;17,5122;11,737;3619433956;320639554;469871992;1755399291;142290630;469871992;939743984;462930184;5374833247;7,7752;7,8913;60,4541;62,2729;0,0082;0,0041;0,0041
MMR;Myanmar;0;2010;4;3678,78;3754,73;1,83E+11;22,9156;19,8621;26,4681;14,984;7266751715;315879101;418629464;4385862341;329155908;418629464;837258928;645035009;11652614056;8,2103;8,2308;67,4096;67,7456;0,0046;0,0023;0,0023
MMR;Myanmar;0;2015;4;5442,82;5111,29;2,82E+11;34,7156;20,8082;34,4688;16,787;11197690818;980790373;1706115290;15026424404;1801198903;1706115290;3412230580;2781989276;26224115222;8,6021;8,5392;73,9953;72,9181;0,0121;0,006;0,006
NAM;Namibia;0;1995;;4769,17;6541,16;7602000000;19,8679;10,2188;21,9542;15,053;397083525;1007805572;219760270;1143352817;463602800;219760270;439520540;1471408372;1540436342;8,4699;8,7859;71,7397;77,1915;0,0578;0,0289;0,0289
NAM;Namibia;0;2000;;5372,89;6778,58;9822000000;16,5828;11,6838;25,4641;12,298;439659636;874704575;221127524;1162514726;248096537;221127524;442255048;1122801112;1602174362;8,5891;8,8215;73,773;77,8193;0,045;0,0225;0,0225
NAM;Namibia;0;2005;;7112,4;7987,95;13919000000;18,6132;12,4268;26,7367;15,334;871873696;1189454554;550713611;2224188780;298973267;550713611;1101427222;1488427821;3096062476;8,8696;8,9857;78,6697;80,7426;0,0791;0,0396;0,0396
NAM;Namibia;0;2010;;8641,09;8819,46;18015000000;25,2838;12,4775;27,9176;12,668;1948721685;2073319973;1041362491;5143375678;816662886;1041362491;2082724982;2889982859;7092097363;9,0643;9,0847;82,1612;82,5321;0,1156;0,0578;0,0578
NAM;Namibia;0;2015;;11284,4;10597,04;25737000000;33,3189;9,7252;28,5389;17,138;2583934951;1479833442;559140008;6850708696;786083562;559140008;1118280016;2265917004;9434643647;9,3312;9,2683;87,0709;85,9019;0,0435;0,0217;0,0217
NLD;Netherlands;1;1995;7,064;25479,22;34946,09;3,94E+11;21,5577;15,564;24,4543;23,353;20049284410;1,5E+11;1,26E+11;32044743464;1,29E+11;1,26E+11;2,51E+11;2,79E+11;52094027874;10,1456;10,4616;102,9336;109,4443;0,6383;0,3192;0,3192
NLD;Netherlands;1;2000;3,06;33243,53;41940,93;5,29E+11;22,9228;13,683;22,1631;21,575;19240738287;1,92E+11;1,22E+11;44699917443;1,5E+11;1,22E+11;2,44E+11;3,43E+11;63940655730;10,4116;10,644;108,4017;113,2951;0,4603;0,2302;0,2302
NLD;Netherlands;1;2005;5,882;38941,65;43735,45;6,36E+11;20,5957;12,5511;21,3547;20,536;37837423428;3,6E+11;2,47E+11;99178985661;2,42E+11;2,47E+11;4,94E+11;6,02E+11;1,37E+11;10,5698;10,6859;111,7211;114,1888;0,7776;0,3888;0,3888
NLD;Netherlands;1;2010;4,995;44839,46;45765,08;7,45E+11;19,7382;10,6133;19,9014;17,632;70335419840;4,9E+11;3,17E+11;1,47E+11;3,26E+11;3,17E+11;6,34E+11;8,16E+11;2,17E+11;10,7108;10,7313;114,7222;115,1603;0,8505;0,4252;0,4252
NLD;Netherlands;1;2015;6,891;49780,33;46748,07;8,43E+11;19,3815;10,6971;18,2478;16,431;79393217252;4,78E+11;3,5E+11;1,53E+11;3,25E+11;3,5E+11;7,01E+11;8,03E+11;2,32E+11;10,8154;10,7525;116,9723;115,6169;0,8312;0,4156;0,4156
NZL;NewZealand;1;1995;6,45;17895,76;24544,98;66334000000;22,4253;17,7004;24,6023;25,341;4488020291;8516586086;4194044377;2809792464;10909708073;4194044377;8388088754;19426294159;7297812755;9,7923;10,1083;95,8895;102,177;0,1265;0,0632;0,0632
NZL;NewZealand;1;2000;6,15;21811,65;27518,16;84479000000;20,8506;15,5043;22,437;23,326;4346236733;8642131965;4376008205;3963467520;9861399801;4376008205;8752016410;18503531766;8309704253;9,9902;10,2226;99,8041;104,5016;0,1036;0,0518;0,0518
NZL;NewZealand;1;2005;3,8;27427,87;30804,3;1,14E+11;24,7461;14,5254;22,8373;22,19;7398200061;13818824298;6779173202;9410549806;16679033546;6779173202;13558346404;30497857844;16808749867;10,2193;10,3354;104,4344;106,8207;0,1188;0,0594;0,0594
NZL;NewZealand;1;2010;6,15;31258,42;31903,68;1,37E+11;19,6585;10,8389;19,135;20,962;14040445999;16059807752;7091549955;13804186781;15942810252;7091549955;14183099910;32002618004;27844632780;10,35;10,3705;107,1234;107,5468;0,1037;0,0519;0,0519
NZL;NewZealand;1;2015;5,375;36681,16;34446,8;1,7E+11;23,0962;11,4356;20,4402;21,987;17566895869;16073689443;7549198886;17621693587;18509566408;7549198886;15098397772;34583255851;35188589456;10,51;10,4472;110,4605;109,1434;0,0886;0,0443;0,0443
NIC;Nicaragua;0;1995;16,9;2149,46;2948,1;9914000000;;13,9369;20,0905;17,976;114906200;382034260;110242283;527574683;468139883;110242283;220484566;850174143;642480883;7,673;7,9889;58,8745;63,8228;0,0222;0,0111;0,0111
NIC;Nicaragua;0;2000;9,8;2739,39;3456,08;13770000000;;12,4765;20,1553;18,305;215385383;664375537;235984989;1043519715;663047021;235984989;471969978;1327422558;1258905098;7,9155;8,1479;62,655;66,3881;0,0343;0,0171;0,0171
NIC;Nicaragua;0;2005;5,6;3358,64;3772,1;18067000000;;13,566;20,9666;19,681;534699817;1095369418;680698222;1933721808;986062316;680698222;1361396444;2081431734;2468421625;8,1193;8,2354;65,9229;67,8216;0,0754;0,0377;0,0377
NIC;Nicaragua;0;2010;8;3947,23;4028,71;22648000000;21,1737;14,2653;21,9687;16,472;1029671546;2199861437;1024785991;3252714356;1516389963;1024785991;2049571982;3716251400;4282385902;8,2808;8,3012;68,5711;68,9099;0,0905;0,0452;0,0452
NIC;Nicaragua;0;2015;5,957;5282,7;4960,91;32130000000;31,0817;14,1988;24,5069;18,006;1587950981;3072682165;2185353601;5064965008;1953339792;2185353601;4370707202;5026021957;6652915989;8,5722;8,5093;73,4825;72,4089;0,136;0,068;0,068
NGA;Nigeria;0;1995;;2103,89;2885,6;2,18E+11;7,0658;20,618;46,3565;8,746;2820091811;9512891809;311346476;2592866251;5591502092;311346476;622692952;15104393901;5412958062;7,6515;7,9675;58,5461;63,4809;0,0028;0,0014;0,0014
NGA;Nigeria;0;2000;;2324,01;2932,03;2,76E+11;7,0179;17,5104;47,4765;9,068;5984996259;14985947143;141540532;2971302363;5507237633;141540532;283081064;20493184776;8956298622;7,751;7,9835;60,0788;63,7355;0,001;0,0005;0,0005
NGA;Nigeria;0;2005;;3605,68;4049,55;4,91E+11;5,459;12,0712;37,9453;8,495;12758335666;33026949905;580368776;8063831493;11214096845;580368776;1160737552;44241046750;20822167159;8,1903;8,3064;67,0805;68,9956;0,0024;0,0012;0,0012
NGA;Nigeria;0;2010;5,092;5127,72;5233,57;8E+11;16,5552;6,4516;24,9263;14,146;35343638993;50997579551;2426470746;21311182724;22347566470;2426470746;4852941492;73345146021;56654821717;8,5424;8,5628;72,9729;73,3224;0,0061;0,003;0,003
NGA;Nigeria;0;2015;9;6121,6;5748,72;1,09E+18;14,8272;9,4284;20,1608;11,839;29185253026;23001356467;1308740616;22881622985;21906913803;1308740616;2617481232;44908270270;52066876011;8,7196;8,6567;76,0311;74,939;0,0024;0,0012;0,0012
NOR;Norway;1;1995;4,906;36850,01;50541,73;1,61E+11;21,4394;10,7971;28,7935;23,058;2837183895;37340415161;11195668080;3162804141;27801918028;11195668080;22391336160;65142333189;5999988036;10,5146;10,8306;110,557;117,3009;0,139;0,0695;0,0695
NOR;Norway;1;2000;3,426;46471,4;58629,56;2,09E+11;19,8158;8,8428;36,4802;21,786;2792869536;56804499377;11097565708;4735405293;28745286563;11097565708;22195131416;85549785940;7528274829;10,7466;10,979;115,4892;120,5383;0,1061;0,0531;0,0531
NOR;Norway;1;2005;4,616;56557,66;63520,03;2,62E+11;20,3349;8,1593;37,9866;20,853;5860671588;96769189137;17742724734;8432129295;45499955056;17742724734;35485449468;1,42E+11;14292800883;10,943;11,0591;119,7496;122,3039;0,1355;0,0677;0,0677
NOR;Norway;1;2010;3,584;61601,58;62873,22;3,02E+11;20,7266;7,1859;34,738;19,696;11464678286;1,18E+11;24271738925;16151808483;58762535903;24271738925;48543477850;1,76E+11;27616486769;11,0284;11,0489;121,6266;122,0777;0,1606;0,0803;0,0803
NOR;Norway;1;2015;4,374;68795,86;64605,32;3,58E+11;23,7776;6,8585;30,9413;20,124;12759835586;91265415989;22860324922;18930108056;56605403305;22860324922;45720649844;1,48E+11;31689943642;11,1389;11,0761;124,0751;122,6789;0,1277;0,0638;0,0638
PAK;Pakistan;0;1995;5,37;2299,79;3154,29;2,79E+11;17,0342;14,6178;21,3233;18,534;3301561191;4445576762;6771089133;5564444039;5813177869;6771089133;13542178266;10258754631;8866005230;7,7406;8,0565;59,9165;64,9075;0,0485;0,0242;0,0242
PAK;Pakistan;0;2000;7,82;2699,85;3406,21;3,69E+11;15,8754;13,664;21,7157;18,032;3617563371;5448759377;7798212942;7299859562;3667154833;7798212942;15596425884;9115914210;10917422933;7,901;8,1334;62,425;66,1515;0,0423;0,0211;0,0211
PAK;Pakistan;0;2005;7,69;3503,45;3934,73;5,34E+11;17,4612;17,4873;25,5283;20,313;7067703330;8876742158;13123503334;15401196826;8787249608;13123503334;26247006668;17663991766;22468900156;8,1615;8,2776;66,6101;68,5186;0,0491;0,0246;0,0246
PAK;Pakistan;0;2010;5,55;4133,17;4218,49;7,1E+11;14,2046;13,0749;19,7195;21,418;11690128049;9487776450;15938528298;28219371653;8891228147;15938528298;31877056596;18379004597;39909499702;8,3268;8,3472;69,3356;69,6763;0,0449;0,0225;0,0225
PAK;Pakistan;0;2015;5,9;4907,83;4608,88;9,32E+11;14,107;12,7921;19,091;24,02;10831589277;10972057761;16806063205;33822900508;9235986125;16806063205;33612126410;20208043886;44654489785;8,4986;8,4357;72,226;71,1617;0,0361;0,018;0,018
PAN;Panama;0;1995;14,019;6767,3;9281,71;18589000000;23,2334;14,22;22,5983;18,071;327195204;241583929;351076384;895728882;1476270530;351076384;702152768;1717854459;1222924086;8,8199;9,1358;77,7899;83,4629;0,0378;0,0189;0,0189
PAN;Panama;0;2000;13,526;8704,22;10981,47;26467000000;26,0724;11,2714;21,5483;17,363;437604135;314046099;389325374;1414025744;1936444416;389325374;778650748;2250490515;1851629879;9,0716;9,304;82,2933;86,5638;0,0294;0,0147;0,0147
PAN;Panama;0;2005;9,781;10955,99;12304,7;36714000000;20,7008;8,2601;18,7152;17,181;4313495201;2718680618;4306499746;4713550819;4756308326;4306499746;8612999492;7474988944;9027046020;9,3016;9,4177;86,5205;88,6938;0,2346;0,1173;0,1173
PAN;Panama;0;2010;6,516;15670,45;15993,94;57383000000;29,6132;7,0968;19,209;18,704;7995057908;2948653594;8291293505;9365035619;7335782188;8291293505;16582587010;10284435782;17360093527;9,6595;9,68;93,3066;93,7017;0,289;0,1445;0,1445
PAN;Panama;0;2015;5,052;22916,62;21520,7;91103000000;39,2703;6,8058;27,8029;18,987;8040150771;2823690520;8164726736;13607869880;8471733855;8164726736;16329453472;11295424375;21648020651;10,0396;9,9768;100,7939;99,536;0,1792;0,0896;0,0896
PRY;Paraguay;0;1995;3,3;4824,12;6616,53;23044000000;20,0284;14,5491;31,7262;18,525;1456858263;509915219;327588461;2065845893;1042683712;327588461;655176922;1552598931;3522704156;8,4814;8,7973;71,9339;77,393;0,0284;0,0142;0,0142
PRY;Paraguay;0;2000;7,3;4839,6;6105,77;25575000000;14,674;13,6287;33,1157;16,934;1878307598;320971084;237484214;1683820317;576301773;237484214;474968428;897272857;3562127915;8,4846;8,717;71,9882;75,9859;0,0186;0,0093;0,0093
PRY;Paraguay;0;2005;5,831;5463,8;6136,4;31579000000;16,6113;11,8876;32,1276;15,734;2647103072;397467388;249585683;2581932287;662585779;249585683;499171366;1060053167;5229035359;8,6059;8,722;74,0615;76,0732;0,0158;0,0079;0,0079
PRY;Paraguay;0;2010;5,674;7078,25;7224,37;44351000000;15,8525;11,1809;27,2255;19,195;4355306402;1654752790;553245735;8562809342;1460904019;553245735;1106491470;3115656809;12918115744;8,8648;8,8852;78,5844;78,9471;0,0249;0,0125;0,0125
PRY;Paraguay;0;2015;5,351;9040,83;8490,13;61078000000;16,3983;10,7985;26,742;19,738;5438040796;1945241434;801458599;7949933063;2038584255;801458599;1602917198;3983825689;13387973859;9,1095;9,0467;82,9831;81,842;0,0262;0,0131;0,0131
PER;Peru;0;1995;7,1;4584,01;6287,21;1,07E+11;23,9583;15,3347;29,0979;14,656;1897228957;3303532490;737345867;3359377423;4075510113;737345867;1474691734;7379042603;5256606380;8,4303;8,7463;71,0705;76,4973;0,0138;0,0069;0,0069
PER;Peru;0;2000;7,847;5244,75;6616,91;1,32E+11;19,6701;15,2145;29,0341;14,083;2227393650;4050022127;1161193391;3718623801;3643863340;1161193391;2322386782;7693885467;5946017451;8,565;8,7974;73,3589;77,394;0,0176;0,0088;0,0088
PER;Peru;0;2005;9,579;6727,3;7555,45;1,83E+11;17,0621;16,5516;34,3567;14,07;6297141284;10715224525;2443956222;7759028522;4607693567;2443956222;4887912444;15322918092;14056169806;8,8139;8,93;77,6853;79,7453;0,0267;0,0133;0,0133
PER;Peru;0;2010;7,88;9516,31;9712,75;2,81E+11;23,5134;15,5565;35,772;16,855;13634689703;21857409227;3837876783;18477885938;11232014317;3837876783;7675753566;33089423544;32112575641;9,1608;9,1812;83,9196;84,2943;0,0273;0,0136;0,0136
PER;Peru;0;2015;6,44;12389,73;11635,04;3,86E+11;23,0737;13,7761;29,7641;16,57;16524832724;16952837495;4139871052;22991058154;14653680694;4139871052;8279742104;31606518189;39515890878;9,4246;9,3618;88,8235;87,6429;0,0215;0,0107;0,0107
PHL;Philippines;0;1995;9,525;2947,16;4042,19;2,02E+11;22,204;22,9936;32,0626;15,609;4909903193;12395638378;7120407870;11551495205;16194905655;7120407870;14240815740;28590544033;16461398398;7,9886;8,3045;63,8177;68,9654;0,0706;0,0353;0,0353
PHL;Philippines;0;2000;11,175;3390,38;4277,4;2,61E+11;22,1;24,4674;34,4561;16,228;13353962209;24718868703;34758411977;17429696872;19221510896;34758411977;69516823954;43940379599;30783659081;8,1287;8,3611;66,0757;69,908;0,2662;0,1331;0,1331
PHL;Philippines;0;2005;11,35;4305,77;4835,82;3,67E+11;19,9012;24,0535;33,8342;15,551;18723024266;22492473199;36734078807;25714965932;23313805053;36734078807;73468157614;45806278252;44437990198;8,3677;8,4838;70,0186;71,975;0,2001;0,1001;0,1001
PHL;Philippines;0;2010;7,325;5550,36;5664,93;5,14E+11;20,5226;21,4448;32,5683;14,98;27733797237;23721892457;28981565186;37669318975;20308320328;28981565186;57963130372;44030212785;65403116212;8,6216;8,642;74,3323;74,685;0,1128;0,0564;0,0564
PHL;Philippines;0;2015;6,275;7331,77;6885,17;7,45E+11;21,9864;20,0361;30,8963;16,197;28840320687;29756955934;49342308868;46583621216;23089111065;49342308868;98684617736;52846066999;75423941903;8,9;8,8371;79,2095;78,0948;0,1325;0,0663;0,0663
POL;Poland;1;1995;13,341;8136,15;11159,16;3,14E+11;17,4354;19,4425;33,5645;31,998;1517899000;18397745000;16265012038;2785702000;22681320000;16265012038;32530024076;41079065000;4303601000;9,0041;9,32;81,0733;86,8627;0,1036;0,0518;0,0518
POL;Poland;1;2000;16,087;11607,88;14644,82;4,44E+11;23,739;16,1182;28,8834;31,059;1527603000;27336511000;24803784000;4842940000;37887823000;24803784000;49607568000;65224334000;6370543000;9,3594;9,5918;87,5991;92,0034;0,1117;0,0558;0,0558
POL;Poland;1;2005;17,745;15120,81;16982,21;5,77E+11;18,8942;16,1264;28,8255;29,249;4926591604;76195505902;69847649401;14466007476;75019427527;69847649401;1,4E+11;1,51E+11;19392599080;9,6238;9,7399;92,6181;94,8661;0,242;0,121;0,121
POL;Poland;1;2010;9,635;21083,87;21519,1;8,02E+11;20,2843;15,557;29,177;30,303;10223600360;1,33E+11;1,24E+11;35732446222;1,16E+11;1,24E+11;2,48E+11;2,49E+11;45956046582;9,9563;9,9767;99,1272;99,5345;0,31;0,155;0,155
POL;Poland;1;2015;7,499;26602,35;24981,92;1,01E+18;20,0539;17,6305;30,2712;30,537;16113094513;1,65E+11;1,53E+11;45585376214;1,25E+11;1,53E+11;3,06E+11;2,9E+11;61698470727;10,1888;10,1259;103,8107;102,534;0,3029;0,1515;0,1515
PRT;Portugal;1;1995;7,151;15817,28;21694,23;1,59E+11;23,2691;15,937;24,8106;32,179;1784802521;20572271929;19345275951;4846783317;27122597708;19345275951;38690551902;47694869637;6631585838;9,6689;9,9848;93,4868;99,6963;0,244;0,122;0,122
PRT;Portugal;1;2000;3,925;20460,35;25813,33;2,11E+11;27,9911;15,0433;24,4499;34,757;1867466039;22260407760;20648962041;5559599537;33996081080;20648962041;41297924082;56256488840;7427065576;9,9262;10,1586;98,5303;103,1981;0,1962;0,0981;0,0981
PRT;Portugal;1;2005;7,582;23508,95;26402,95;2,47E+11;23,0974;12,5589;21,3674;30,387;4021582663;33709965158;30851502672;9948091097;52790028254;30851502672;61703005344;86499993412;13969673760;10,0651;10,1812;101,307;103,6575;0,2499;0,1249;0,1249
PRT;Portugal;1;2010;10,77;26496,47;27043,44;2,8E+11;20,529;11,5723;19,9077;27,255;7959629957;39861161097;36792153652;13034037190;62515088453;36792153652;73584307304;1,02E+11;20993667147;10,1848;10,2052;103,7295;104,1461;0,2627;0,1313;0,1313
PRT;Portugal;1;2015;12,444;28130,79;26417,26;2,91E+11;15,4853;12,1577;19,5333;24,349;9456382679;44489712072;41314575568;11164975636;53215162875;41314575568;82629151136;97704874947;20621358315;10,2446;10,1818;104,9522;103,6685;0,2836;0,1418;0,1418
ROU;Romania;0;1995;9,882;7586,21;10404,88;1,74E+11;21,4387;23,723;36,1683;30,954;2101065984;5041392976;6194613122;1823444984;6520714960;6194613122;12389226244;11562107936;3924510968;8,9341;9,25;79,8179;85,5631;0,0712;0,0356;0,0356
ROU;Romania;0;2000;7,646;7970,05;10055,23;1,79E+11;19,2734;19,8379;30,1137;25,793;1615844976;8183746192;7952744032;1323027984;9561921880;7952744032;15905488064;17745668072;2938872960;8,9834;9,2158;80,7023;84,9319;0,089;0,0445;0,0445
ROU;Romania;0;2005;7,124;12427,8;13957,69;2,66E+11;24,2969;21,0027;31,8634;30,455;4608866235;21603079949;21965859279;6199002287;28398041979;21965859279;43931718558;50001121928;10807868522;9,4277;9,5438;88,8814;91,0838;0,1653;0,0827;0,0827
ROU;Romania;0;2010;6,953;16470,8;16810,81;3,34E+11;26,0231;22,8819;37,48;28,315;7625994959;37886085992;38766907895;8788811813;47148167569;38766907895;77533815790;85034253561;16414806772;9,7093;9,7298;94,2714;94,6686;0,2319;0,116;0,116
ROU;Romania;0;2015;6,812;20949,53;19673,44;4,16E+11;24,7443;19,5824;29,9437;28,459;9266014934;47515092971;47121234282;8672605081;55790912390;47121234282;94242468564;1,03E+11;17938620015;9,9499;9,887;98,9999;97,7533;0,2263;0,1132;0,1132
SAU;SaudiArabia;0;1995;;33127,83;45436,56;6,01E+11;19,2459;9,5673;49,1669;23,319;21584450397;27443237415;7247826271;7041020806;20111432883;7247826271;14495652542;47554670298;28625471203;10,4081;10,7241;108,3291;115,0057;0,0241;0,0121;0,0121
SAU;SaudiArabia;0;2000;4,571;34624,34;43682,99;7,09E+11;17,3529;9,6091;54,1667;19,867;43247853532;33948110770;10497791690;8154482457;20001758600;10497791690;20995583380;53949869370;51402335989;10,4523;10,6847;109,2508;114,1631;0,0296;0,0148;0,0148
SAU;SaudiArabia;0;2005;6,051;41548,28;46662,97;9,69E+11;19,3124;9,5441;62,1148;20,037;1,06E+11;74273925902;28545239915;20256567968;35492927605;28545239915;57090479830;1,1E+11;1,26E+11;10,6346;10,7507;113,095;115,5777;0,0589;0,0294;0,0294
SAU;SaudiArabia;0;2010;5,548;44163,13;45074,79;1,22E+18;24,4309;11,0144;58,3842;21,365;1,66E+11;84860589753;44952179614;45393708471;55813245235;44952179614;89904359228;1,41E+11;2,11E+11;10,6956;10,7161;114,3968;114,8343;0,0739;0,0369;0,0369
SAU;SaudiArabia;0;2015;5,591;54956,24;51608,7;1,7E+18;29,8084;12,6845;45,2724;22,736;1,41E+11;60127276523;47095312236;81897853038;79764530369;47095312236;94190624472;1,4E+11;2,23E+11;10,9143;10,8514;119,1218;117,7539;0,0553;0,0276;0,0276
SEN;Senegal;0;1995;;1285,28;1762,83;11242000000;18,9286;14,9582;21,4383;15,877;478704128;437450494;285740366;402514000;720515000;285740366;571480732;1157965494;881218128;7,1587;7,4747;51,2474;55,8708;0,0508;0,0254;0,0254
SEN;Senegal;0;2000;;1511,78;1907,3;14942000000;22,3947;12,9055;20,4627;16,565;409255125;458530053;261136303;631098313;897186770;261136303;522272606;1355716823;1040353438;7,321;7,5534;53,5977;57,0545;0,035;0,0175;0,0175
SEN;Senegal;0;2005;;1873,31;2103,92;21077000000;23,3277;13,0798;20,5408;17,401;822524956;479663844;585593426;1557397129;1876721244;585593426;1171186852;2356385088;2379922085;7,5355;7,6516;56,7832;58,5463;0,0556;0,0278;0,0278
SEN;Senegal;0;2010;;2137,95;2182,08;27614000000;22,2043;12,0819;20,4555;19,65;1452374839;467257905;665185858;2149633857;2522217228;665185858;1330371716;2989475133;3602008696;7,6676;7,688;58,7921;59,1059;0,0482;0,0241;0,0241
SEN;Senegal;0;2015;;2448,1;2298,98;36665000000;25,6604;11,7071;20,7936;19,972;1764477276;693936369;659556521;3202346609;2249924861;659556521;1319113042;2943861230;4966823885;7,8031;7,7402;60,8879;59,911;0,036;0,018;0,018
SRB;Serbia;0;1995;;;;;11,3679;23,3939;33,3983;29,063;;;;;;;;;;;;;;;;
SRB;Serbia;0;2000;12,1;6165,36;7778,39;46341000000;14,0613;23,5961;30,7662;28,717;;;;;;;;;;8,7267;8,9591;76,1553;80,2656;;;
SRB;Serbia;0;2005;21,83;9455,12;10619,06;70353000000;20,0795;14,4161;24,4502;27,582;;;;;;;;;;9,1543;9,2704;83,8014;85,9404;;;
SRB;Serbia;0;2010;20;12110,08;12360,07;88300000000;18,5854;13,6432;23,6791;22,317;407045995;6091928845;5844324067;2640610723;10497176505;5844324067;11688648134;16589105350;3047656718;9,4018;9,4222;88,3937;88,7784;0,1324;0,0662;0,0662
SRB;Serbia;0;2015;18,231;13773,48;12934,5;97728000000;17,6943;15,621;25,9528;24,484;773034147;9247445976;9094574700;3143697218;12137322631;9094574700;18189149400;21384768607;3916731365;9,5305;9,4677;90,8304;89,6365;0,1861;0,0931;0,0931
SGP;Singapore;1;1995;1,75;32752,18;44921,34;1,15E+11;33,1461;23,9772;31,4799;30,962;65178947594;51135738880;98893339788;57006448183;66121631223;98893339788;1,98E+11;1,17E+11;1,22E+11;10,3967;10,7127;108,0919;114,7613;1,7134;0,8567;0,8567
SGP;Singapore;1;2000;2,675;40983,94;51706,44;1,65E+11;32,0438;25,8608;32,4647;33,857;79002812466;58639037980;1,17E+11;68779288942;65390763648;1,17E+11;2,35E+11;1,24E+11;1,48E+11;10,6209;10,8533;112,8043;117,7949;1,4234;0,7117;0,7117
SGP;Singapore;1;2005;3,125;55180,81;61973,69;2,35E+11;23,0751;26,5371;30,9125;21,822;1,54E+11;75841840940;1,11E+11;1,26E+11;73495517005;1,11E+11;2,21E+11;1,49E+11;2,8E+11;10,9184;11,0345;119,2108;121,7594;0,9394;0,4697;0,4697
SGP;Singapore;1;2010;2,175;70657,26;72115,84;3,59E+11;26,1275;20,1761;26,0924;30,386;2,58E+11;92515713468;2,54E+11;1,96E+11;1,1E+11;2,54E+11;5,07E+11;2,03E+11;4,54E+11;11,1656;11,186;124,6705;125,1272;1,4144;0,7072;0,7072
SGP;Singapore;1;2015;1,9;87043,14;81741,1;4,82E+11;27,8289;17,9757;24,2488;16,39;2,62E+11;83893446864;2,64E+11;1,91E+11;1,01E+11;2,64E+11;5,28E+11;1,85E+11;4,53E+11;11,3742;11,3113;129,3715;127,9458;1,0967;0,5483;0,5483
SVK;SlovakRepublic;0;1995;13,7;9642,25;13224,85;52040000000;26,6927;23,065;33,0857;38,905;429301738;7243078138;6894957188;439473831;6414707995;6894957188;13789914376;13657786133;868775569;9,1739;9,4899;84,1606;90,0573;0,265;0,1325;0,1325
SVK;SlovakRepublic;0;2000;18,9;12296,49;15513,58;66385000000;27,2662;21,3532;32,2125;37,263;331554401;11201078164;10000099677;611842109;9635577841;10000099677;20000199354;20836656005;943396510;9,4171;9,6495;88,6812;93,1123;0,3013;0,1506;0,1506
SVK;SlovakRepublic;0;2005;16,358;17754,77;19940,43;95391000000;27,345;20,9057;32,0527;38,824;1164491290;29437373543;26527187259;3565749309;23114442263;26527187259;53054374518;52551815806;4730240599;9,7844;9,9005;95,7347;98,02;0,5562;0,2781;0,2781
SVK;SlovakRepublic;0;2010;14,475;24555,28;25062,17;1,32E+11;22,0635;18,8966;31,9893;37,116;3776130669;56303042049;55248399351;12719506227;36583549847;55248399351;1,1E+11;92886591896;16495636896;10,1087;10,1291;102,1855;102,599;0,8348;0,4174;0,4174
SVK;SlovakRepublic;0;2015;11,475;30036,92;28207,29;1,63E+11;23,943;19,7527;31,1426;36,112;4383269365;67857510733;66864994963;17450483984;44239462423;66864994963;1,34E+11;1,12E+11;21833753349;10,3102;10,2473;106,2999;105,0079;0,8212;0,4106;0,4106
SVN;Slovenia;1;1995;7;13398,2;18376,34;26655000000;23,212;21,714;29,7787;43,133;279399872;7287920527;7448734331;482719528;8523515152;7448734331;14897468662;15811435679;762119400;9,5029;9,8188;90,3046;96,4092;0,5589;0,2794;0,2794
SVN;Slovenia;1;2000;6,742;17979,51;22683,43;35739000000;27,3445;21,7827;30,5836;37,653;360913403;7607030202;7798364210;546919334;9242056252;7798364210;15596728420;16849086454;907832737;9,797;10,0294;95,981;100,5887;0,4364;0,2182;0,2182
SVN;Slovenia;1;2005;6,542;23979,26;26931,16;47901000000;26,6477;20,7082;29,9479;37,058;829627778;14480753265;15708835918;1576539733;16974002013;15708835918;31417671836;31454755278;2406167511;10,0849;10,201;101,7061;104,0612;0,6559;0,3279;0,3279
SVN;Slovenia;1;2010;7,267;28054,51;28633,64;57427000000;21,3134;17,5638;26,663;32,581;1826640922;23761208030;24151861092;4386052164;24140276243;24151861092;48303722184;47901484273;6212693086;10,2419;10,2623;104,8966;105,3156;0,8411;0,4206;0,4206
SVN;Slovenia;1;2015;9;30858,68;28979;63658000000;18,8533;19,9578;28,1565;32,007;2300267134;26253943885;26237611790;5928109798;22480529190;26237611790;52475223580;48734473075;8228376932;10,3372;10,2743;106,8572;105,5618;0,8243;0,4122;0,4122
ZAF;SouthAfrica;0;1995;16,5;6689,71;9175,29;2,77E+11;16,9599;19,5462;31,9171;25,211;10509230246;16779278042;12129351841;9871284071;20345665700;12129351841;24258703682;37124943742;20380514317;8,8083;9,1243;77,5866;83,2523;0,0875;0,0438;0,0438
