ISO;pais;desenvolvido;ano;unemployment;ppp;ppp_2011;gdp_npc;gross_fixed;share_manuf_gdp;sahre_ind_gdp;share_ind_emplo;export_devel;export_industrial;export_manuf;import_devel;import_industrial;import_manuf;exp_imp_manuf;exp_imp_ind;exp_imp_dev;l_ppp;l_ppp_2011;l2_ppp;l2_ppp_2011;r_exp_imp_manuf;r_export_manuf;r_import_manuf
CAN;Canada;1;2015;6,9;45884,93;43089,95;1,64E+18;23,8601;;;19,432;52633762024;3,55E+11;2,07E+11;1,24E+11;2,94E+11;2,07E+11;4,14E+11;6,49E+11;1,76E+11;10,7339;10,671;115,2164;113,8712;0,2523;0,1261;0,1261
CHL;Chile;0;2015;6,214;23645,77;22205,44;4,26E+11;23,7675;11,5628;29,6737;23,284;37070620977;24007952671;8676574973;35530108248;25231067193;8676574973;17353149946;49239019864;72600729225;10,0709;10,0081;101,4238;100,1619;0,0408;0,0204;0,0204
CHN;China;0;2015;4,05;14329,95;13457,07;1,97E+20;43,7562;29,3766;40,9316;27,102;1,22E+19;9,92E+11;2,14E+18;9,69E+11;6,55E+11;2,14E+18;4,28E+12;1,65E+12;2,19E+12;9,5701;9,5073;91,5869;90,388;0,2174;0,1087;0,1087
COL;Colombia;0;2015;8,925;13835,04;12992,31;6,67E+11;26,4376;11,3991;30,5385;19,614;17101246975;17827329927;8203149466;25319038246;26657245549;8203149466;16406298932;44484575476;42420285221;9,535;9,4721;90,9155;89,7209;0,0246;0,0123;0,0123
CRI;CostaRica;0;2015;9,74;15545,57;14598,64;75410000000;18,6175;11,3789;19,4218;19,152;3521966396;5987294806;5194921875;6683445872;8768444369;5194921875;10389843750;14755739175;10205412268;9,6515;9,5887;93,1521;91,9429;0,1378;0,0689;0,0689
HRV;Croatia;0;2015;17,067;22051,86;20708,62;92706000000;19,5888;12,5964;22,3419;26,712;956135129;9251844563;8552785903;1834054474;16505347152;8552785903;17105571806;25757191715;2790189603;10,0012;9,9383;100,023;98,7699;0,1845;0,0923;0,0923
CZE;CzechRepublic;0;2015;5,04;32317,57;30349,01;3,41E+11;26,4657;24,1277;33,9919;38,025;11400803074;1,40E+11;1,40E+11;32350348342;1,00E+11;1,40E+11;2,79E+11;2,40E+11;43751151416;10,3834;10,3205;107,8143;106,5131;0,8199;0,41;0,41
DNK;Denmark;1;2015;6,175;47202,34;44327,12;2,67E+11;19,4781;12,409;19,6724;19,29;13411523606;68755789343;58733378771;14660135367;67951159414;58733378771;1,17E+11;1,37E+11;28071658973;10,7622;10,6994;115,8249;114,4761;0,4397;0,2199;0,2199
DOM;DominicanRepublic;0;2015;5,94;15020,9;14105,94;1,50E+11;22,8056;13,8972;25,6643;18,068;2403169097;7024776553;5280128478;6977109283;10236695608;5280128478;10560256956;17261472161;9380278380;9,6172;9,5544;92,4905;91,2856;0,0704;0,0352;0,0352
ECU;Ecuador;0;2015;4,77;11351,8;10660,33;1,85E+11;26,5791;8,7943;31,8721;19,66;6843583613;10557604678;1340349925;12306550260;8825756125;1340349925;2680699850;19383360803;19150133873;9,3371;9,2743;87,182;86,0124;0,0145;0,0073;0,0073
SLV;ElSalvador;0;2015;7;8357,28;7848,22;52734000000;15,578;16,0132;24,3788;22,177;2591434304;2892067536;4098181807;5407111196;4992076444;4098181807;8196363614;7884143980;7998545500;9,0309;8,968;81,5569;80,4258;0,1554;0,0777;0,0777
EST;Estonia;1;2015;6,185;28685,04;26937,76;37671000000;23,6237;13,8326;24,0235;30,662;1016344510;11123831514;9039912949;1854798188;12041359422;9039912949;18079825898;23165190936;2871142698;10,2641;10,2013;105,3524;104,0662;0,4799;0,24;0,24
FIN;Finland;1;2015;9,375;41114,86;38610,44;2,25E+11;20,378;14,8012;23,3264;21,704;10823045145;42750356153;41739810229;9531021434;41671693397;41739810229;83479620458;84422049550;20354066579;10,6241;10,5613;112,872;111,5406;0,3711;0,1855;0,1855
FRA;France;1;2015;10,392;41507,71;38979,36;2,67E+17;21,4993;10,4337;17,6797;20,376;1,24E+11;3,61E+11;3,88E+11;1,37E+11;4,03E+11;3,88E+11;7,76E+11;7,64E+11;2,61E+11;10,6336;10,5708;113,0742;111,7415;0,2909;0,1455;0,1455
GAB;Gabon;0;2015;;18655,26;17518,92;34605000000;29,2303;2,8063;45,5736;12,664;1711263014;3875355030;473452413;1069365871;1971385185;473452413;946904826;5846740215;2780628885;9,8339;9,771;96,7053;95,4732;0,0274;0,0137;0,0137
GEO;Georgia;0;2015;11,95;9602,01;9017,13;35723000000;28,4424;10,9196;21,3292;12,206;477994613;867064103;1052398112;2657119250;3100422497;1052398112;2104796224;3967486600;3135113863;9,1697;9,1069;84,0839;82,9353;0,0589;0,0295;0,0295
DEU;Germany;1;2015;4,617;47429,66;44540,58;3,87E+18;19,854;20,763;27,4861;27,689;2,81E+11;1,01E+19;1,11E+19;2,40E+11;7,69E+11;1,11E+19;2,23E+12;1,77E+12;5,22E+11;10,767;10,7042;115,9284;114,579;0,5755;0,2877;0,2877
GHA;Ghana;0;2015;;4289,75;4028,45;1,15E+11;15,8895;4,5411;23,5799;13,966;6489776640;3165985917;622297893;7972152932;5358656284;622297893;1244595786;8524642201;14461929572;8,364;8,3011;69,9562;68,9089;0,0108;0,0054;0,0054
GRC;Greece;1;2015;24,9;26389,71;24782,24;2,87E+11;11,5186;8,314;13,7964;14,939;8123095007;17779242008;10293141811;14074988623;26695690374;10293141811;20586283622;44474932382;22198083630;10,1807;10,1179;103,6473;102,3715;0,0718;0,0359;0,0359
GTM;Guatemala;0;2015;;7765,74;7292,71;1,26E+11;13,2906;18,4989;26,5113;18,895;5050013166;5415394782;4192337652;9227938205;8353178128;4192337652;8384675304;13768572910;14277951371;8,9575;8,8946;80,2364;79,1145;0,0664;0,0332;0,0332
HTI;Haiti;0;2015;;1758,34;1651,24;18834000000;41,0838;6,5867;56,9916;12,061;91419895;796056711;732986041;882717214;2806789898;732986041;1465972082;3602846609;974137109;7,4721;7,4093;55,8327;54,8975;0,0778;0,0389;0,0389
HND;Honduras;0;2015;7,38;5104,19;4793,28;41217000000;23,683;17,5431;25,65;21,813;2315590123;5896718532;4103598965;5447602346;5597043839;4103598965;8207197930;11493762371;7763192469;8,5378;8,475;72,8943;71,8251;0,1991;0,0996;0,0996
HUN;Hungary;1;2015;6,848;26757,06;25127,21;2,64E+11;21,923;20,5244;26,633;30,329;8504603596;86019113930;85862307903;11140985503;73990632040;85862307903;1,72E+11;1,60E+11;19645589099;10,1946;10,1317;103,9289;102,6515;0,6512;0,3256;0,3256
ISL;Iceland;1;2015;3,992;46146,55;43335,64;15345000000;18,9823;9,955;19,5147;17,837;351921055;4245728089;553819953;1277741373;3984357510;553819953;1107639906;8230085599;1629662428;10,7396;10,6767;115,3385;113,9926;0,0722;0,0361;0,0361
IND;India;0;2015;;6254,95;5873,94;8,02E+18;28,4672;15,3743;27,2204;23,896;1,55E+11;1,06E+11;1,60E+11;2,67E+11;1,16E+11;1,60E+11;3,20E+11;2,22E+11;4,22E+11;8,7411;8,6783;76,4073;75,3126;0,0398;0,0199;0,0199
IDN;Indonesia;0;2015;6,18;11156,89;10477,3;2,85E+18;32,8119;20,9858;40,0479;22,038;93677961865;55280260628;66243181219;1,03E+11;37477041682;66243181219;1,32E+11;92757302310;1,97E+11;9,3198;9,257;86,8589;85,6914;0,0465;0,0232;0,0232
IRQ;Iraq;0;2015;;15712,31;14755,23;5,80E+11;30,5311;1,7986;41,46;19,601;32590693814;16807721309;127377708;27326470323;9499995162;127377708;254755416;26307716471;59917164137;9,6622;9,5994;93,3581;92,1476;0,0004;0,0002;0,0002
IRL;Ireland;1;2015;9,975;65656,45;61657,14;3,06E+11;20,3373;34,3189;38,4042;19,085;12756098138;1,09E+11;1,08E+11;9906052878;67533569947;1,08E+11;2,16E+11;1,76E+11;22662151016;11,0922;11,0293;123,0367;121,6464;0,7069;0,3535;0,3535
ISR;Israel;1;2015;5,275;34116,85;32038,7;2,86E+11;18,9087;11,7751;18,8023;17,714;21362543000;37681867000;42312376000;21657079880;38404244831;42312376000;84624752000;76086111831;43019622880;10,4375;10,3747;108,9424;107,6344;0,2961;0,1481;0,1481
ITA;Italy;1;2015;11,917;36025,5;33831,09;2,19E+18;16,9308;14,3941;21,1766;26,6;1,05E+11;3,32E+11;3,78E+11;1,03E+11;2,76E+11;3,78E+11;7,56E+11;6,08E+11;2,08E+11;10,492;10,4291;110,0817;108,7669;0,3452;0,1726;0,1726
JAM;Jamaica;0;2015;13,5;8766,54;8232,55;24669000000;21,1547;7,8584;19,1625;15,508;160580920;987164065;91573618;2215457822;2680591452;91573618;183147236;3667755517;2376038742;9,0787;9,0159;82,4227;81,2856;0,0074;0,0037;0,0037
JPN;Japan;1;2015;3,375;40392,16;37931,76;5,13E+18;23,7748;20,7192;28,8978;25,908;3,99E+11;2,20E+11;5,45E+11;4,11E+11;1,97E+11;5,45E+11;1,09E+12;4,17E+11;8,10E+11;10,6064;10,5435;112,4955;111,1663;0,2124;0,1062;0,1062
KAZ;Kazakhstan;0;2015;4,971;24940,13;23420,96;4,41E+11;22,8815;10,2754;30,8548;20,562;9109301584;28883054654;6572633305;9147346789;8595747466;6572633305;13145266610;37478802120;18256648373;10,1242;10,0614;102,5001;101,2315;0,0298;0,0149;0,0149
KEN;Kenya;0;2015;;3227;3030,44;1,43E+11;21,6156;9,3711;17,3008;14,549;3629122333;1850972160;1742971704;11397591747;4498952657;1742971704;3485943408;6349924817;15026714080;8,0793;8,0165;65,2752;64,2637;0,0244;0,0122;0,0122
KWT;Kuwait;0;2015;1,134;66956,43;62877,92;2,84E+11;;6,9776;55,936;26,575;40172084831;14846254563;6754657449;17903289388;13759718771;6754657449;13509314898;28605973334;58075374219;11,1118;11,049;123,472;122,0793;0,0476;0,0238;0,0238
LVA;Latvia;1;2015;9,877;24636,77;23136,08;48931000000;22,1398;10,518;19,5523;23,645;1121400458;8926249402;6754675740;935711483;11232493113;6754675740;13509351480;20158742515;2057111941;10,112;10,0491;102,2524;100,9854;0,2761;0,138;0,138
LBN;Lebanon;0;2015;;18802,99;17657,65;83201000000;21,3628;8,3261;15,3818;21,879;3280079072;678725807;2127149203;7124651452;9931371005;2127149203;4254298406;10610096812;10404730524;9,8418;9,7789;96,8605;95,6274;0,0511;0,0256;0,0256
LBY;Libya;0;2015;;6246,31;5865,83;39486000000;;;;28,792;2322836917;7835235597;519629403;6895162745;5580422216;519629403;1039258806;13415657813;9217999662;8,7397;8,6769;76,3832;75,2886;0,0263;0,0132;0,0132
LTU;Lithuania;1;2015;9,119;28670,64;26924,23;83286000000;19,5722;17,358;26,7329;25,073;1371840669;17805740844;15021918504;1855533203;19973122956;15021918504;30043837008;37778863800;3227373872;10,2636;10,2008;105,3421;104,056;0,3607;0,1804;0,1804
MEX;Mexico;0;2015;4,35;18765,49;17622,44;2,27E+18;22,5266;17,1084;29,9846;25,058;36072517928;3,44E+11;3,12E+11;1,32E+11;2,62E+11;3,12E+11;6,24E+11;6,06E+11;1,68E+11;9,8398;9,7769;96,8212;95,5883;0,2746;0,1373;0,1373
MNE;Montenegro;0;2015;;16057;15078,92;9991000000;20,1471;4,0887;14,3535;17,575;48907043;135543253;92817753;360587856;902205493;92817753;185635506;1037748746;409494899;9,6839;9,6211;93,7779;92,5647;0,0186;0,0093;0,0093
MAR;Morocco;0;2015;9,707;8044,51;7554,5;2,75E+11;28,6587;16,2309;25,8309;19,155;6379152329;14891331547;14764272274;11864393310;23365223364;14764272274;29528544548;38256554911;18243545639;8,9927;8,9299;80,8695;79,7431;0,1076;0,0538;0,0538
MOZ;Mozambique;0;2015;;11921,5;11195,3;33354000000;31,9582;9,1126;19,6452;4,276;1703620453;1445081558;154977106;6011953606;1844146459;154977106;309954212;3289228017;7715574059;7,0835;7,0207;50,1762;49,2897;0,0093;0,0046;0,0046
MMR;Myanmar;0;2015;4;5442,82;5111,29;2,82E+11;34,7156;20,8082;34,4688;16,787;11197690818;980790373;1706115290;15026424404;1801198903;1706115290;3412230580;2781989276;26224115222;8,6021;8,5392;73,9953;72,9181;0,0121;0,006;0,006
NAM;Namibia;0;2015;;11284,4;10597,04;25737000000;33,3189;9,7252;28,5389;17,138;2583934951;1479833442;559140008;6850708696;786083562;559140008;1118280016;2265917004;9434643647;9,3312;9,2683;87,0709;85,9019;0,0435;0,0217;0,0217
NLD;Netherlands;1;2015;6,891;49780,33;46748,07;8,43E+11;19,3815;10,6971;18,2478;16,431;79393217252;4,78E+11;3,50E+11;1,53E+11;3,25E+11;3,50E+11;7,01E+11;8,03E+11;2,32E+11;10,8154;10,7525;116,9723;115,6169;0,8312;0,4156;0,4156
NZL;NewZealand;1;2015;5,375;36681,16;34446,8;1,70E+11;23,0962;11,4356;20,4402;21,987;17566895869;16073689443;7549198886;17621693587;18509566408;7549198886;15098397772;34583255851;35188589456;10,51;10,4472;110,4605;109,1434;0,0886;0,0443;0,0443
NIC;Nicaragua;0;2015;5,957;5282,7;4960,91;32130000000;31,0817;14,1988;24,5069;18,006;1587950981;3072682165;2185353601;5064965008;1953339792;2185353601;4370707202;5026021957;6652915989;8,5722;8,5093;73,4825;72,4089;0,136;0,068;0,068
NGA;Nigeria;0;2015;9;6121,6;5748,72;1,09E+18;14,8272;9,4284;20,1608;11,839;29185253026;23001356467;1308740616;22881622985;21906913803;1308740616;2617481232;44908270270;52066876011;8,7196;8,6567;76,0311;74,939;0,0024;0,0012;0,0012
NOR;Norway;1;2015;4,374;68795,86;64605,32;3,58E+11;23,7776;6,8585;30,9413;20,124;12759835586;91265415989;22860324922;18930108056;56605403305;22860324922;45720649844;1,48E+11;31689943642;11,1389;11,0761;124,0751;122,6789;0,1277;0,0638;0,0638
PAK;Pakistan;0;2015;5,9;4907,83;4608,88;9,32E+11;14,107;12,7921;19,091;24,02;10831589277;10972057761;16806063205;33822900508;9235986125;16806063205;33612126410;20208043886;44654489785;8,4986;8,4357;72,226;71,1617;0,0361;0,018;0,018
PAN;Panama;0;2015;5,052;22916,62;21520,7;91103000000;39,2703;6,8058;27,8029;18,987;8040150771;2823690520;8164726736;13607869880;8471733855;8164726736;16329453472;11295424375;21648020651;10,0396;9,9768;100,7939;99,536;0,1792;0,0896;0,0896
PRY;Paraguay;0;2015;5,351;9040,83;8490,13;61078000000;16,3983;10,7985;26,742;19,738;5438040796;1945241434;801458599;7949933063;2038584255;801458599;1602917198;3983825689;13387973859;9,1095;9,0467;82,9831;81,842;0,0262;0,0131;0,0131
PER;Peru;0;2015;6,44;12389,73;11635,04;3,86E+11;23,0737;13,7761;29,7641;16,57;16524832724;16952837495;4139871052;22991058154;14653680694;4139871052;8279742104;31606518189;39515890878;9,4246;9,3618;88,8235;87,6429;0,0215;0,0107;0,0107
PHL;Philippines;0;2015;6,275;7331,77;6885,17;7,45E+11;21,9864;20,0361;30,8963;16,197;28840320687;29756955934;49342308868;46583621216;23089111065;49342308868;98684617736;52846066999;75423941903;8,9;8,8371;79,2095;78,0948;0,1325;0,0663;0,0663
POL;Poland;1;2015;7,499;26602,35;24981,92;1,01E+18;20,0539;17,6305;30,2712;30,537;16113094513;1,65E+11;1,53E+11;45585376214;1,25E+11;1,53E+11;3,06E+11;2,90E+11;61698470727;10,1888;10,1259;103,8107;102,534;0,3029;0,1515;0,1515
PRT;Portugal;1;2015;12,444;28130,79;26417,26;2,91E+11;15,4853;12,1577;19,5333;24,349;9456382679;44489712072;41314575568;11164975636;53215162875;41314575568;82629151136;97704874947;20621358315;10,2446;10,1818;104,9522;103,6685;0,2836;0,1418;0,1418
ROU;Romania;0;2015;6,812;20949,53;19673,44;4,16E+11;24,7443;19,5824;29,9437;28,459;9266014934;47515092971;47121234282;8672605081;55790912390;47121234282;94242468564;1,03E+11;17938620015;9,9499;9,887;98,9999;97,7533;0,2263;0,1132;0,1132
SAU;SaudiArabia;0;2015;5,591;54956,24;51608,7;1,70E+18;29,8084;12,6845;45,2724;22,736;1,41E+11;60127276523;47095312236;81897853038;79764530369;47095312236;94190624472;1,40E+11;2,23E+11;10,9143;10,8514;119,1218;117,7539;0,0553;0,0276;0,0276
SEN;Senegal;0;2015;;2448,1;2298,98;36665000000;25,6604;11,7071;20,7936;19,972;1764477276;693936369;659556521;3202346609;2249924861;659556521;1319113042;2943861230;4966823885;7,8031;7,7402;60,8879;59,911;0,036;0,018;0,018
SRB;Serbia;0;2015;18,231;13773,48;12934,5;97728000000;17,6943;15,621;25,9528;24,484;773034147;9247445976;9094574700;3143697218;12137322631;9094574700;18189149400;21384768607;3916731365;9,5305;9,4677;90,8304;89,6365;0,1861;0,0931;0,0931
SGP;Singapore;1;2015;1,9;87043,14;81741,1;4,82E+11;27,8289;17,9757;24,2488;16,39;2,62E+11;83893446864;2,64E+11;1,91E+11;1,01E+11;2,64E+11;5,28E+11;1,85E+11;4,53E+11;11,3742;11,3113;129,3715;127,9458;1,0967;0,5483;0,5483
SVK;SlovakRepublic;0;2015;11,475;30036,92;28207,29;1,63E+11;23,943;19,7527;31,1426;36,112;4383269365;67857510733;66864994963;17450483984;44239462423;66864994963;1,34E+11;1,12E+11;21833753349;10,3102;10,2473;106,2999;105,0079;0,8212;0,4106;0,4106
SVN;Slovenia;1;2015;9;30858,68;28979;63658000000;18,8533;19,9578;28,1565;32,007;2300267134;26253943885;26237611790;5928109798;22480529190;26237611790;52475223580;48734473075;8228376932;10,3372;10,2743;106,8572;105,5618;0,8243;0,4122;0,4122
ZAF;SouthAfrica;0;2015;25,35;13310,82;12500,02;7,29E+11;20,4433;12,003;26,0427;23,828;39170786349;26510896784;31588199974;45017631400;33839464737;31588199974;63176399948;60350361521;84188417749;9,4963;9,4335;90,1803;88,9906;0,0867;0,0433;0,0433
ESP;Spain;1;2015;22,058;34835,17;32713,27;1,62E+18;19,8349;12,8982;21,427;19,904;62877820463;2,06E+11;1,98E+11;1,01E+11;1,94E+11;1,98E+11;3,96E+11;4,00E+11;1,64E+11;10,4584;10,3955;109,3778;108,0672;0,2449;0,1224;0,1224
LKA;SriLanka;0;2015;4,7;11798,38;11079,71;2,47E+11;25,6998;18,5367;27,1695;25,535;3371551747;6647958033;7097917508;14067285699;4598466989;7097917508;14195835016;11246425022;17438837446;9,3757;9,3129;87,9041;86,7296;0,0574;0,0287;0,0287
SDN;Sudan;0;2015;21,6;4417,71;4148,62;1,70E+11;15,61;;2,0732;18,922;2903249871;264192904;96817867;7655813239;1610323854;96817867;193635734;1874516758;10559063110;8,3934;8,3305;70,4488;69,3977;0,0011;0,0006;0,0006
SWE;Sweden;1;2015;7,4;48518,83;45563,41;4,78E+11;23,5658;13,6854;21,6819;18,288;22575519863;1,11E+11;1,05E+11;17571543082;1,16E+11;1,05E+11;2,10E+11;2,27E+11;40147062945;10,7897;10,7269;116,4178;115,0655;0,439;0,2195;0,2195
TWN;TaiwanProvinceofChina;1;2015;3,78;46955,81;44095,6;1,10E+18;;;;;1,92E+11;84455428627;2,54E+11;1,21E+11;98681678622;2,54E+11;5,08E+11;1,83E+11;3,13E+11;10,757;10,6941;115,7122;114,3641;0,4606;0,2303;0,2303
THA;Thailand;0;2015;0,889;16198,97;15212,24;1,12E+18;24,5386;27,5035;36,2205;23,681;1,29E+11;80811606113;1,57E+11;1,25E+11;74153532136;1,57E+11;3,14E+11;1,55E+11;2,54E+11;9,6927;9,6299;93,9485;92,7341;0,2817;0,1408;0,1408
TLS;Timor-Leste;0;2015;;5998,64;5633,24;7107000000;18,3963;0,4996;56,862;13,131;16533523;1512173;556284;737652534;172347466;556284;1112568;173859639;754186057;8,6993;8,6364;75,6776;74,5881;0,0002;0,0001;0,0001
TUN;Tunisia;0;2015;15,4;11486,96;10787,26;1,28E+11;19,8719;15,4559;25,2;44,699;2368371342;11043593113;10769303965;5745571465;12503994591;10769303965;21538607930;23547587704;8113942807;9,349;9,2861;87,4032;86,232;0,1688;0,0844;0,0844
TUR;Turkey;0;2015;10,279;24236,36;22760,06;1,91E+18;29,7089;16,7104;27,9043;27,226;46508688455;81064081450;1,07E+11;68821837888;99297900614;1,07E+11;2,15E+11;1,80E+11;1,15E+11;10,0956;10,0328;101,9213;100,6563;0,1126;0,0563;0,0563
UGA;Uganda;0;2015;;2267,22;2129,12;80468000000;24,1772;8,7043;20,0099;6,837;1621369178;621104174;615117003;4193748011;1231077547;615117003;1230234006;1852181721;5815117189;7,7263;7,6635;59,6959;58,7287;0,0153;0,0076;0,0076
ARE;UnitedArabEmirates;1;2015;;67127,47;63038,55;6,43E+11;23,4103;8,8485;43,909;33,563;2,52E+11;67597972948;1,15E+11;1,62E+11;1,17E+11;1,15E+11;2,29E+11;1,85E+11;4,14E+11;11,1143;11,0515;123,5287;122,1357;0,3561;0,178;0,178
GBR;UnitedKingdom;1;2015;5,375;41838,62;39290,11;2,72E+18;16,5819;8,9674;17,8482;18,656;1,20E+11;3,34E+11;3,32E+11;1,56E+11;4,62E+11;3,32E+11;6,63E+11;7,96E+11;2,76E+11;10,6416;10,5787;113,2431;111,9095;0,2434;0,1217;0,1217
USA;UnitedStates;1;2015;5,267;56411,37;52975,2;1,81E+18;19,8102;11,919;19,4419;18,851;8,05E+11;6,87E+11;9,94E+11;1,34E+19;9,52E+11;9,94E+11;1,99E+12;1,64E+12;2,15E+12;10,9404;10,8776;119,6929;118,3217;0,1097;0,0548;0,0548
URY;Uruguay;0;2015;7,517;20901,55;19628,38;72467000000;19,7862;13,2427;25,4418;20,464;4309128545;1766344292;1840404376;6732818605;2670165956;1840404376;3680808752;4436510248;11041947150;9,9476;9,8847;98,9543;97,7079;0,0508;0,0254;0,0254
UZB;Uzbekistan;0;2015;;6076,03;5705,92;1,90E+11;23,7109;;31,4991;37,828;4614088085;3522263578;2926735411;5222498527;2384775353;2926735411;5853470822;5907038931;9836586612;8,7121;8,6493;75,9008;74,8097;0,0308;0,0154;0,0154
VNM;Vietnam;0;2015;2,33;6035,02;5667,41;5,53E+11;24,6557;13,6947;33,2501;23,251;73107043589;84911987609;1,30E+11;1,26E+11;37067545253;1,30E+11;2,61E+11;1,22E+11;1,99E+11;8,7053;8,6425;75,7828;74,6926;0,4709;0,2354;0,2354
ZMB;Zambia;0;2015;;3835,84;3602,19;62187000000;38,4531;7,5223;33,6577;11,526;4895108954;2081648505;762199865;7195505267;1196131148;762199865;1524399730;3277779653;12090614221;8,2521;8,1893;68,0979;67,0646;0,0245;0,0123;0,0123
ZWE;Zimbabwe;0;2015;;2247,36;2110,47;31766000000;12,2384;8,5988;21,1596;7,275;2726564091;472562099;465376592;3631300812;359135462;465376592;930753184;831697561;6357864903;7,7175;7,6547;59,56;58,5939;0,0293;0,0147;0,0147
